"astro-ph/0110427","Ralf Klessen","Ralf Klessen (UC Santa Cruz) and HongSheng Zhao (IoA, Cambridge)","Are dwarf spheroidal galaxies dark matter dominated or remnants of
  disrupted larger satellite galaxies? -- A possible test","7 pages, 5 figures, accepted for publication in ApJ","Astrophys.J. 566 (2002) 838-844","10.1086/338222",,"astro-ph",,"  The failure of standard cosmolocical models in accounting for the statistics
of dwarf satellites and the rotation curve of gas-rich dwarf galaxies in detail
has led us to examine whether earlier non-equilibrium models of dwarf
spheroidal satellites without any dark matter should be reconsidered in more
detail. Such models can explain the high dispersion of the dwarf spheroids by
the projection of disrupted tidal debris. We show in the case of Milky Way
satellites, that these models predict a significant spread in the apparent
magnitude of horizontal branch stars which is correlated with sky position and
velocity. In particular, the models produce a strong correlation of radial
velocity with the long axis of the dwarf. Current data do not set strong enough
constraints on the models, but we suggest that photometric and spectroscopic
surveys of extra-tidal stars of nearby dwarf spheroids in the Milky Way and
Andromeda can falsify these models without dark matter.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 17:48:07 GMT""}]","2009-11-07"
"astro-ph/0110428","Monique Arnaud","M.Arnaud (1), N.Aghanim (2), D.M.Neumann (1) ((1) CEA-SAp Saclay,
  France, (2) IAS, Orsay, France)","The X-ray surface brightness profiles of hot galaxy clusters up to
  z~0.8: evidence for self-similarity and constraints on Omega_0","Astronomy & Astrophysics in press; revision: further discussion added
  section 3.1, 4.2, 5.2 and 7.2; analytical fit of the reference profile given
  in Appendix; 18 pages, 6 figures",,"10.1051/0004-6361:20020378",,"astro-ph",,"  We study the ROSAT surface brightness profiles of a sample of 25 distant
(0.3<z<0.83) hot (kT>3.5keV) clusters. For both open and flat cosmological
models, the derived emission measure profiles are scaled according to the
self-similar model of cluster formation. We use the standard scaling relations
of cluster properties with z and temperature, with the empirical slope of the
Mgas-T relation derived by Neumann & Arnaud (2001). Using a \chi^2 test, we
perform a quantitative comparison of the scaled emission measure profiles of
distant clusters with a reference profile derived from the sample of 15 hot
nearby clusters compiled by Neumann & Arnaud (1999), which were found to obey
self-similarity. For a low density flat universe, the distant cluster scaled
data were found to be consistent, both in shape and normalisation, with the
reference local profile.It indicates that hot clusters constitute a homologous
family up to high z, and supports the standard picture of structure formation
for the dark matter component. Because of the intrinsic regularity in the hot
cluster population, the scaled profiles can be used as distance indicators, the
correct cosmology being the one for which the profiles at different redshifts
coincide. The present data allow us to put a tight constraint on Omega0 for a
flat Universe: Omega0=0.40^{+0.15}_{-0.12} at 90% confidence level (statistical
errors only). The critical model was excluded at the 98% confidence level.
Consistently, the observed evolution of the normalisation of the Lx-T relation
was found to comply with the self-similar model for Omega0=0.4, Lambda=0.6. The
constraint derived on Omega0 is in remarkable agreement with the constraint
obtained from SNI or from combined analysis of the power spectrum of the 2dFGRS
and the CMB anisotropy. ABRIDGED
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 18:32:56 GMT""},{""version"":""v2"",""created"":""Mon, 18 Mar 2002 16:32:26 GMT""}]","2009-11-07"
"astro-ph/0110429","Antony A. Stark","Antony A. Stark","AST/RO: A Small Submillimeter Telescope at the South Pole","17 pages, 3 figures, 2 tables",,,,"astro-ph",,"  Understanding of star formation in the Universe is advancing through
submillimeter-wave observations of the Milky Way and other galaxies.
Technological constraints on such observations require a mixture of telescope
sizes and observational techniques. For some purposes, small submillimeter-wave
telescopes are more sensitive than large ones. The Antarctic Submillimeter
Telescope and Remote Observatory (AST/RO) is a small, wide-field instrument
located at an excellent observatory site. By observing the Milky Way and
Magellanic Clouds at arcminute resolution, it provides a context for
interpreting observations of distant galaxies made by large interferometric
telescopes. AST/RO also provides hands-on training in submillimeter technology
and allows testing of novel detector systems.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 19:12:02 GMT""}]","2007-05-23"
"astro-ph/0110430","Soeren S. Larsen","S. S. Larsen (1), Yu. N. Efremov (2), B. G. Elmegreen (3), E. J.
  Alfaro (4), P. Battinelli (5), P. W. Hodge (6), T. Richtler (7) ((1) UCO /
  Lick Observatory, (2) Sternberg Astronomical Institute, (3) IBM Research
  Division, (4) Instituto de Astrofisica de Andalucia, (5) Osservatorio
  Astronomico di Roma, (6) Univ. of Washington, (7) Universidad de Concepcion)","Hubble Space Telescope imaging of a peculiar stellar complex in NGC 6946","51 pages, including 19 figures and 4 tables. Accepted for publication
  in ApJ",,"10.1086/338385",,"astro-ph",,"  The stellar populations in a stellar complex in NGC 6946 are analyzed on
images taken with the Wide Field Planetary Camera 2 on board the Hubble Space
Telescope. The complex is peculiar by its very high density of stars and
clusters and semicircular shape. Its physical dimensions are about the same as
for the local Gould Belt, but the stellar density is 1 - 2 orders of magnitude
higher. In addition to an extremely luminous, 15 Myr old cluster discussed in
an earlier paper, accounting for about 17% of the integrated V-band light, we
identify 18 stellar clusters within the complex with luminosities similar to
the brightest open clusters in the Milky Way. The color-magnitude diagram of
individual stars in the complex shows a paucity of red supergiants compared to
model predictions in the 10-20 Myr age range for a uniform star formation rate.
We thus find tentative evidence for a gap in the dispersed star formation
history, with a concentration of star formation into a young globular cluster
during this gap. Confirmation of this result must, however, await a better
understanding of the late evolution of stars in the corresponding mass range (>
12 Msun). A reddening map based on individual reddenings for 373 early-type
stars is presented, showing significant variations in the absorption across the
complex. These may be responsible for some of the arc-like structures
previously identified on ground-based images. We finally discuss various
formation scenarios for the complex and the star clusters within it.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 19:28:37 GMT""}]","2009-11-07"
"astro-ph/0110431","Massimo Ricotti","Massimo Ricotti, Nickolay Y. Gnedin and J. Michael Shull (Colorado)","The Fate of the First Galaxies. I. Self-Consistent Cosmological
  Simulations with Radiative Transfer","Accepted for publication on ApJ, 33 pages, including 14 figures and 2
  tables. Movies and a higher quality version of the paper (figures) are
  available at: http://casa.colorado.edu/~ricotti/MOVIES.html",,"10.1086/341255",,"astro-ph",,"  In cold dark matter (CDM) cosmogonies, low-mass objects play an important
role in the evolution of the universe. Not only are they the first luminous
objects to shed light in a previously dark universe, but, if their formation is
not inhibited by their own feedback, they dominate the galaxy mass function
until redshift z \sim 5. In this paper we present and discuss the
implementation of a 3D cosmological code that includes most of the needed
physics to simulate the formation and evolution of the first galaxies with a
self-consistent treatment of radiative feedback. The simulation includes
continuum radiative transfer using the ``Optically Thin Variable Eddington
Tensor'' (OTVET) approximation and line-radiative transfer in the H_2
Lyman-Werner bands of the background radiation. We include detailed chemistry
for H_2 formation/destruction, molecular and atomic cooling/heating processes,
ionization by secondary electrons, and heating by Ly\alpha resonant scattering.
  We find that the first galaxies (""small-halos"") are characterized by a
bursting star formation, self-regulated by a feedback process that acts on
cosmological scales. Their formation is not suppressed by feedback processes;
therefore, their impact on cosmic evolution cannot be neglected. The main focus
of this paper is on the methodology of the simulations, and we only briefly
introduce some of the results. An extensive discussion of the results and the
nature of the feedback mechanism are the focus of a companion paper.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 20:01:52 GMT""},{""version"":""v2"",""created"":""Tue, 9 Apr 2002 04:00:43 GMT""}]","2009-11-07"
"astro-ph/0110432","Massimo Ricotti","Massimo Ricotti, Nickolay Y. Gnedin and J. Michael Shull (Colorado)","The Fate of the First Galaxies. II. Effects of Radiative Feedback","Accepted for publication on ApJ, 38 pages, including 18 figures and 1
  table. Movies and a higher quality version of the paper (figures) are
  available at: http://casa.colorado.edu/~ricotti/MOVIES.html",,"10.1086/341256",,"astro-ph",,"  [abridged]We use 3D cosmological simulations with radiative transfer to study
the formation and evolution of the first galaxies in a LCDM cosmology. We find
that the first luminous objects (""small-halos"") are characterized by a bursting
star formation (SF) that is self-regulated by a feedback process acting on
cosmological instead of galactic scales. The global star formation history is
regulated by the mean number of ionizing photons that escape from each source,
\epsilon_{UV}\fesc. It is almost independent of the assumed star formation
efficiency parameter, \epsilon_*, and the intensity of the dissociating
background. The main feedback process that regulates the SF is the re-formation
of H_2 in front of HII regions and inside relic HII regions. The HII regions
remain confined inside filaments, maximizing the production of H_2 in overdense
regions through cyclic destruction/reformation of H_2. If \epsilon_{UV}\fesc >
10^{-8}/\epsilon_* the SF is self-regulated, photo-evaporation of ""small-halo""
objects dominate the metal pollution of the low density IGM, and the mass of
produced metals depends only on \fesc. If \epsilon_{UV}\fesc \simlt
10^{-8}/\epsilon_*, positive feedback dominates, and ""small-halo"" objects
constitute the bulk of the mass in stars and metals at least until redshift z
\sim 10. ""Small-halo"" objects cannot reionize the universe because the feedback
mechanism confines the HII regions inside the large scale structure filaments.
In contrast to massive objects, which can reionize voids, ""small-halo"" objects
partially ionize only the dense filaments while leaving the voids mostly
neutral.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 20:05:56 GMT""},{""version"":""v2"",""created"":""Tue, 9 Apr 2002 04:25:07 GMT""}]","2009-11-07"
"astro-ph/0110433","Marcel Agueros","Marcel A. Agueros (1), David J. Helfand (2), Eric V. Gotthelf (2) ((1)
  Univ. of Washington, (2) Columbia Univ.)","Detection of X-ray Emission from SNR G16.7+0.1","6 pages, 3 figures, to appear in ""Neutron Stars in Supernova
  Remnants"" (ASP Conference Proceedings), eds P.O. Slane and B.M. Gaensler",,,,"astro-ph",,"  We have observed the Galactic supernova remnant G16.7+0.1 for 13 ks using the
EPIC cameras aboard the XMM-Newton X-ray Observatory, producing the first
detection of the SNR outside of the radio band. G16.7+0.1 is one of the
faintest radio synchrotron nebulae yet detected, although the core-to-shell
flux ratio at 6 cm is typical of composite SNRs. The distance to the object is
unknown. Our image is seriously contaminated by single-reflection arcs from the
X-ray binary GX17+2, which lies just outside the field of view. Nonetheless,
the remnant's synchrotron core is clearly detected. We report on the spectrum
and intensity of the core emission as well as on our search for emission from
the thermal shell, and describe the constraints these observations place on the
SNR's distance, age, and central pulsar properties.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 20:21:01 GMT""}]","2007-05-23"
"astro-ph/0110434","Daniel A. Schwartz","Dan Schwartz","Can X-Ray Jets Be Cosmic Beacons?","Proceedings of the conference ""Lighthouses of the Universe:""",,"10.1007/10856495_83",,"astro-ph",,"  If X-rays observed from any extragalactic radio jets are due to inverse
Compton scattering on the cosmic microwave background (CMB) radiation, then
such a source will be detectable with the same surface brightness anywhere in
the more distant universe. Chandra observations imply that such systems do
exist, and will therefore serve as Cosmic Beacons out to the redshift at which
they form.
","[{""version"":""v1"",""created"":""Fri, 19 Oct 2001 13:09:22 GMT""}]","2009-11-07"
"astro-ph/0110435","Priya Natarajan","Ole Moller (Groningen), Priyamvada Natarajan (Yale), Jean-Paul Kneib
  (Toulouse) and Andrew Blain (IoA)","Probing the mass distribution in groups of galaxies using gravitational
  lensing","40 pages, 12 figures + 2 color figs (high resolution color figures
  available at http://www.astro.rug.nl/~ole/groups/highres/), submitted to ApJ",,"10.1086/340655",,"astro-ph",,"  In this paper, we study gravitational lensing by groups of galaxies. Since
groups are abundant and therefore have a large covering fraction on the sky,
lensing by groups is likely to be very important observationally. Besides, it
has recently become clear that many lens models for strong lensing by
individual galaxies require external shear to reproduce the observed image
geometries; in many cases a nearby group is detected that could provide this
shear. In this work, we study the expected lensing behavior of galaxy groups in
both the weak and strong lensing regime. We examine the shear and magnification
produced by a group and its dependence on the detailed mass distribution within
the group. We find that the peak value of the weak lensing shear signal is of
the order of 3 per cent and varies by a factor of about 2 for different mass
distributions. These variations are large enough to be detectable in the Sloan
Digital Sky Survey (SDSS). In the strong lensing regime we find that the image
geometries and typical magnifications are sensitive to the group properties and
that groups can easily provide enough external shear to produce quadruple
images. We investigate the statistical properties of lensing galaxies that are
near or part of a group and find that statistical lens properties, like the
distribution of time delays, are affected measurably by the presence of the
group which can therefore introduce an additional systematic error in the
measurement of the Hubble constant from such systems. We conclude that both the
detection of weak lensing by groups and accurate observations of strong galaxy
lens systems near groups could provide important information on the total mass
and matter distribution within galaxy groups.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 21:05:11 GMT""}]","2009-11-07"
"astro-ph/0110436","David R. Ardila","D. R. Ardila, G. Basri, F. M. Walter, J. A. Valenti, C. M. Johns-Krull","Observations of T-Tauri Stars using HST-GHRS: I. Far Ultraviolet
  Emission Lines","67 pages, 19 figures, Accepted in ApJ",,"10.1086/338223",,"astro-ph",,"  We have analyzed GHRS data of eight CTTS and one WTTS. The GHRS data consists
of spectral ranges 40 A wide centered on 1345, 1400, 1497, 1550, and 1900 A.
These UV spectra show strong SiIV, and CIV emission, and large quantities of
sharp (~40 km/s) H2 lines. All the H2 lines belong to the Lyman band and all
the observed lines are single peaked and optically thin. The averages of all
the H2 lines centroids for each star are negative which may indicate that they
come from an outflow. We interpret the emission in H2 as being due to
fluorescence, mostly by Ly_alpha, and identify seven excitation routes within 4
A of that line. We obtain column densities (10^12 to 10^15 cm^-2) and optical
depths (~1 or less) for each exciting transition. We conclude that the
populations are far from being in thermal equilibrium. We do not observe any
lines excited from the far blue wing of Ly_alpha, which implies that the
molecular features are excited by an absorbed profile. SiIV and CIV (corrected
for H2 emission) have widths of ~200 km/s, and an array of centroids
(blueshifted lines, centered, redshifted). These characteristics are difficult
to understand in the context of current models of the accretion shock. For DR
Tau we observe transient strong blueshifted emission, perhaps the a result of
reconnection events in the magnetosphere. We also see evidence of multiple
emission regions for the hot lines. While CIV is optically thin in most stars
in our sample, SiIV is not. However, CIV is a good predictor of SiIV and H2
emission. We conclude that most of the flux in the hot lines may be due to
accretion processes, but the line profiles can have multiple and variable
components.
","[{""version"":""v1"",""created"":""Thu, 18 Oct 2001 21:05:20 GMT""}]","2009-11-07"
