"astro-ph/0103368","Ingo Lehmann","I. Lehmann, G. Hasinger, M. Schmidt, R. Giacconi, J. Truemper, G.
  Zamorani, J.E. Gunn, L. Pozzetti, D.P. Schneider, T. Stanke, G. Szokoly, D.
  Thompson, G. Wilson","The ROSAT Deep Survey: VI. X-ray sources and Optical identifications of
  the Ultra Deep Survey","26 pages, 8 figures (finding charts and spectra in JPEG), accepted
  for publication by A & A",,"10.1051/0004-6361:20010419",,"astro-ph",,"  We describe in this paper the ROSAT Ultra Deep Survey (UDS), an extension of
the ROSAT Deep Survey (RDS) in the Lockman Hole. The UDS reaches a flux level
of 1.2 x 10E-15 erg/cm2/s in 0.5-2.0 keV energy band, a level ~4.6 times
fainter than the RDS. We present nearly complete spectroscopic identifications
(90%) of the sample of 94 X-ray sources based on low-resolution Keck spectra.
The majority of the sources (57) are broad emission line AGNs (type I), whereas
a further 13 AGNs show only narrow emission lines or broad Balmer emission
lines with a large Balmer decrement (type II AGNs) indicating significant
optical absorption. The second most abundant class of objects (10) are groups
and clusters of galaxies (~11%). Further we found five galactic stars and one
''normal'' emission line galaxy. Eight X-ray sources remain spectroscopically
unidentified. The photometric redshift determination indicates in three out of
the eight sources the presence of an obscured AGN in the range of 1.2 < z <
2.7. These objects could belong to the long-sought population of type 2 QSOs,
which are predicted by the AGN synthesis models of the X-ray background.
Finally, we discuss the optical and soft X-ray properties of the type I AGN,
type II AGN, and groups and clusters of galaxies, and the implications to the
X-ray backround.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 21:26:00 GMT""},{""version"":""v2"",""created"":""Mon, 2 Apr 2001 14:17:36 GMT""}]","2009-11-06"
"astro-ph/0103375","Burkhard Fuchs","B. Fuchs","Implications of modes of star formation for the overall dynamics of
  galactic disks","7 pages, 3 figures, to appear in: Modes of Star Formation and the
  Origin of Field Populations, E. K. Grebel, W. Brandner (eds.), ASP Conf. Ser",,,,"astro-ph",,"  One of the present concepts for the onset of massive star formation is the
Kennicutt criterion. This relates the onset of massive star formation to a
general gravitational instability of the gas disks of spiral galaxies. It is
often overlooked, however that such gravitational instabilities of the gas
disks have severe implications for the overall stability of the gas and star
disks of spiral galaxies. I show by numerical simulations of the evolution of a
combined gas and star disk that the violation of the stability condition
induces violent dynamical evolution of the combined system. In particular the
star disk heats up on time scales less than a Gyr to unrealistic high values of
the Toomre stability parameter Q. The morphologies of both the star and gas
disk resemble then no longer observed morphologies of spiral galaxies. Star
formation of stars on low velocity dispersion orbits would lead to dynamical
cooling of the disks to more realistic states. However, the required star
formation rate is extremely high.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 16:58:14 GMT""}]","2007-05-23"
"astro-ph/0103376","C. R. Kerton","C. R. Kerton, P. G. Martin, D. Johnstone and D. R. Ballantyne","A Submillimeter View of Star Formation Near the HII Region KR 140","24 pages, 13 figures, accepted for publication in ApJ, May 2001",,"10.1086/320569",,"astro-ph",,"  We present the results of 450 and 850 micron continuum mapping of the HII
region KR 140 using the SCUBA instrument on the JCMT. KR 140 is a small (5.7 pc
diameter) HII region at a distance of 2.3+/-0.3 kpc. Five of the six IRAS point
sources near KR 140 were mapped in this study. Our analysis shows that two of
these IRAS sources are embedded late B type stars lying well outside the HII
region, two are a part of the dust shell surrounding the HII region, and one is
the combined emission from an ensemble of smaller sources unresolved by IRAS.
We have discovered a number of relatively cold submillimeter sources not
visible in the IRAS data, ranging in size from 0.2 to 0.7 pc and in mass from
0.5 to 130 Msun. The distribution of masses for all sources is well
characterized by a power law N(>M) ~ M^{-alpha} with alpha = 0.5 +/- 0.04, in
agreement with the typical mass function for clumped structures of this scale
in molecular clouds. Several of the submillimeter sources are found at the
HII-molecular gas interface and have probably been formed as the result of the
expansion of the HII region. Many of the submillimeter sources we detect are
gravitationally bound and most of these follow a mass-size relationship
expected for objects in virial equilibrium with non-thermal pressure support.
Upon the loss of non-thermal support they could be sites of star formation.
Along with the two B stars that we have identified as possible cluster members
along with VES 735, we argue that five nearby highly-reddened stars are in a
pre-main-sequence stage of evolution.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 17:05:22 GMT""}]","2009-11-06"
"astro-ph/0103377","Fiona A. Harrison","F. A. Harrison, S. A. Yost, R. Sari, E. Berger, T. J. Galama J.
  Holtzmann, T. Axelrod, J. S. Bloom, R. Chevalier, E. Costa, A. Diercks, S. G.
  Djorgovski, D. A. Frail, F. Frontera, K. Hurley, S. R. Kulkarni, P. McCarthy,
  L. Piro, G. G. Pooley, P. A. Price, D. Reichart, G. R. Ricker D. Shepard, B.
  Schmidt, F. Walter, C. Wheeler","Broadband Observations of the Afterglow of GRB 000926: Observing the
  Effect of Inverse Compton Scattering and Evidence for a High-Density
  Environment","16 pages, 5 figures Accepted for publication in the Astrophysical
  Journal",,,,"astro-ph",,"  GRB 000926 has one of the best-studied afterglows to-date, with multiple
X-ray observations, as well as extensive multi-frequency optical and radio
coverage. Broadband afterglow observations, spanning from X-ray to radio
frequencies, provide a probe of the density structure of the circumburst
medium, as well as of the ejecta energetics, geometry, and the physical
parameters of the relativistic blastwave resulting from the explosion. We
present an analysis of {\em Chandra X-ray Observatory} observations of this
event, along with {\em Hubble Space Telescope} and radio monitoring. We combine
these data with ground-based optical and IR observations and fit the
synthesized afterglow lightcurve using models where collimated ejecta expand
into a surrounding medium. We find that we can explain the broadband lightcurve
with reasonable physical parameters only if the cooling is dominated by inverse
Compton scattering. Excess X-ray emission in the broadband spectrum indicates
that we are directly observing a contribution from inverse Compton scattering.
It is the first time this has been observed in a GRB afterglow, and it implies
that the GRB exploded in a reasonably dense (n~30 cm^{-3}) medium, consistent
with a diffuse interstellar cloud environment.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 17:21:15 GMT""},{""version"":""v2"",""created"":""Tue, 22 May 2001 19:13:16 GMT""},{""version"":""v3"",""created"":""Thu, 31 May 2001 19:35:21 GMT""}]","2007-05-23"
"astro-ph/0103378","Ariel Zandivarez","Ariel Zandivarez, Mario G. Abadi, Diego G. Lambas","The Power Spectrum of Flux Limited X-Ray Galaxy Cluster Surveys","9 pages (LateX, mn.sty), 9 figures, accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc.326:147,2001","10.1046/j.1365-8711.2001.04578.x",,"astro-ph",,"  We compute the redshift space power spectrum of two X-ray cluster samples:
the X-ray Brightest Abell Cluster Sample (XBACS) and the Brightest Cluster
Sample (BCS) using the method developed by Feldman, Kaiser & Peacock. The power
spectrums derived for these samples are in agreement with determinations of
other optical and X-ray cluster samples. For XBACS we find the largest power
spectrum amplitude expected given the high richness of this sample ($R \ge 2$).
In the range $0.05 \uk < k < 0.4 \uk$ the power spectrum shows a power law
behavior $P(k)\propto k^{n}$ with an index $n\simeq-1.2$. In a similar range
$0.04 \uk < k < 0.3 \uk $ BCS power spectrum has a smaller amplitude with index
$n\simeq-1.0$. We do not find significant evidence for a peak at $k \simeq 0.05
\uk$ suggesting that claims such of feature detections in some cluster samples
could relay on artificial inhomogeneities of the data. We compare our results
with power spectrum predictions derived by Moscardini et al. within current
cosmological models (LCDM and OCDM). For XBACS we find that both models
underestimate the amplitude of the power spectrum but for BCS there is
reasonably good agreement at $k\gsim 0.03 \uk$ for both models.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 17:46:30 GMT""}]","2011-07-19"
"astro-ph/0103379","R. Craig Walker","R. C. Walker, J. M. Benson, S. C. Unwin, M. B. Lystrup, T. R. Hunter,
  G. Pilbratt and P. E. Hardee","The Structure and Motions of the 3C~120 Radio Jet on Scales of 0.6 to
  300 Parsecs","35 pages with 8 postscript figures. Accepted for publication in the
  Astrophysical Journal",,"10.1086/321548",,"astro-ph",,"  Results are presented from long term VLBI monitoring of the parsec-scale
radio jet in 3C120, primarily at 5 and 1.7 GHz. Numerous superluminal features
are followed, some over large fractional distances from the core. The speeds of
the features are not all the same, but vary by less than a factor of 2. The
superluminal features extend to core distances of over 0.2 arcseconds and the
region of slowing has not been found. The 1.7 GHz images show evidence for
stationary features in addition to the superluminal features. The structure of
the jet in the vicinity of the most likely stationary feature is suggestive of
a helical pattern seen in projection. The deprojected wavelength of the pattern
is very long relative to the jet radius, unlike the situation in sources such
as M87. If the 3C120 jet does contain a slowly-moving, helical structure, then
theory suggests that the jet resides in a relatively cool medium, not in a
relativistically hot cocoon or lobe.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 19:13:43 GMT""}]","2009-11-06"
"astro-ph/0103380","William H. Lee","William H. Lee (Instituto de Astronomia, UNAM), Jon Nix (University of
  Wisconsin, Madison) and Wlodzimierz Kluzniak (Copernicus Centre)","Coalescence of a strange star with a black hole","3 pages, to appear in the proceedings of the 4th INTEGRAL workshop,
  ""Exploring the extreme universe"", Alicante, September 2000. Uses esapub.cls","2001, ESA SP--459, p. 227",,,"astro-ph",,"  We present the first numerical results on the binary coalescence of a quark
star with a black hole, obtained with a 3-D Newtonian smooth particle hydro
(SPH) code. The star is initially represented by 17,000 particles modeling a
self-gravitating fluid with the equation of state P= (rho - rho0)c**2/3, and
the black hole by a point mass with an absorbing boundary at the Schwarzschild
radius. As in similar calculations carried out for a stiff polytrope, the
stellar core survives the initial episode of mass transfer, but here an
accretion disk is clearly formed as well.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 19:08:41 GMT""}]","2007-05-23"
"astro-ph/0103381","David M. Smith","D. M. Smith, W. A. Heindl, C. B. Markwardt and J. H. Swank","A Transition to the Soft State in GRS 1758-258","13 pages, 5 figures, accepted for publication in The Astrophysical
  Journal Letters Accepted version has only minor changes, plus extra data
  showing more of the decay",,"10.1086/320928",,"astro-ph",,"  Near the end of 2001 February, the black-hole candidate (BHC) GRS 1758-258
made an abrupt transition from a standard hard (low) state to a soft state.
Unlike Cyg X-1 and other BHCs, whose luminosity increases during this
transition, GRS 1758-258 was dimmer after the transition. We present
observations with the Proportional Counter Array on the Rossi X-ray Timing
Explorer and interpret the phenomenon in the context of a ``dynamical'' soft
state model. Using this model we predicted that mass transfer from the
companion had ceased, and that the luminosity should decay on a timescale of a
few weeks. The most recent data support this prediction, being consistent with
a decay time of 34 dy. The current state is consistent with the ``off'' state
of GRS 1758-258 reported by GRANAT/Sigma in 1991-1992.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 19:30:38 GMT""},{""version"":""v2"",""created"":""Tue, 27 Mar 2001 00:30:28 GMT""},{""version"":""v3"",""created"":""Fri, 11 May 2001 23:23:50 GMT""}]","2009-11-06"
"astro-ph/0103382","Paolo Coppi","P.S. Coppi, V. Bromm, R.B. Larson","Towards Population III: The Collapse and Fragmentation of Primordial Gas","Invited contribution to the proceedings of ""The Physics of Galaxy
  Formation, Tsukuba 2000,"" in press. 11 pages, 8 postscript figures",,,,"astro-ph",,"  We briefly review the motivations for studying the formation of the first
``Population III'' stars and present recent results from our numerical
simulations in this area. We discuss the new questions raised as a result of
the simulations presented by us and others at this meeting.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 22:54:17 GMT""}]","2007-05-23"
"astro-ph/0103383","Adam Burrows","Adam Burrows, W.B. Hubbard, J.I. Lunine, James Liebert","The Theory of Brown Dwarfs and Extrasolar Giant Planets","67 pages (including 36 figures), RMP RevTeX LaTeX, accepted for
  publication in the Reviews of Modern Physics. 30 figures are color. Most of
  the figures are in GIF format to reduce the overall size. The full version
  with figures can also be found at:
  http://jupiter.as.arizona.edu/~burrows/papers/rmp","Rev.Mod.Phys.73:719-765,2001","10.1103/RevModPhys.73.719",,"astro-ph",,"  Straddling the traditional realms of the planets and the stars, objects below
the edge of the main sequence have such unique properties, and are being
discovered in such quantities, that one can rightly claim that a new field at
the interface of planetary science and and astronomy is being born. In this
review, we explore the essential elements of the theory of brown dwarfs and
giant planets, as well as of the new spectroscopic classes L and T. To this
end, we describe their evolution, spectra, atmospheric compositions, chemistry,
physics, and nuclear phases and explain the basic systematics of
substellar-mass objects across three orders of magnitude in both mass and age
and a factor of 30 in effective temperature. Moreover, we discuss the
distinctive features of those extrasolar giant planets that are irradiated by a
central primary, in particular their reflection spectra, albedos, and transits.
Aspects of the latest theory of Jupiter and Saturn are also presented.
Throughout, we highlight the effects of condensates, clouds, molecular
abundances, and molecular/atomic opacities in brown dwarf and giant planet
atmospheres and summarize the resulting spectral diagnostics. Where possible,
the theory is put in its current observational context.
","[{""version"":""v1"",""created"":""Thu, 22 Mar 2001 22:32:03 GMT""}]","2008-11-26"
