"astro-ph/0106567","Igor Moskalenko","I. V. Moskalenko (NASA/GSFC), A. W. Strong (MPE, Garching), J. F.
  Ormes (NASA/GSFC), M. S. Potgieter (Potchefstroom U.)","Secondary antiprotons and propagation of cosmic rays in the Galaxy and
  heliosphere","Many Updates, 20 pages, 15 ps-figures, emulateapj5.sty. To be
  published in ApJ v.564 January 10, 2002 issue. More details can be found at
  http://www.gamma.mpe-garching.mpg.de/~aws/aws.html","Astrophys.J.565:280-296,2002","10.1086/324402",,"astro-ph hep-ph nucl-ex nucl-th",,"  High-energy collisions of cosmic-ray nuclei with interstellar gas are
believed to be the mechanism producing the majority of cosmic ray antiprotons.
Due to the kinematics of the process they are created with a nonzero momentum;
the characteristic spectral shape with a maximum at ~2 GeV and a sharp decrease
towards lower energies makes antiprotons a unique probe of models for particle
propagation in the Galaxy and modulation in the heliosphere. On the other hand,
accurate calculation of the secondary antiproton flux provides a ``background''
for searches for exotic signals from the annihilation of supersymmetric
particles and primordial black hole evaporation. Recently new data with large
statistics on both low and high energy antiproton fluxes have become available
which allow such tests to be performed. We use our propagation code GALPROP to
calculate interstellar cosmic-ray propagation for a variety of models. We show
that there is no simple model capable of accurately describing the whole
variety of data: boron/carbon and sub-iron/iron ratios, spectra of protons,
helium, antiprotons, positrons, electrons, and diffuse gamma rays. We find that
only a model with a break in the diffusion coefficient plus convection can
reproduce measurements of cosmic-ray species, and the reproduction of primaries
(p, He) can be further improved by introducing a break in the primary injection
spectra. For our best-fit model we make predictions of proton and antiproton
fluxes near the Earth for different modulation levels and magnetic polarity
using a steady-state drift model of propagation in the heliosphere.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 16:11:52 GMT""},{""version"":""v2"",""created"":""Tue, 18 Sep 2001 22:42:43 GMT""}]","2010-05-28"
"astro-ph/0106569","Vyacheslav B. Ignatiev","V.B. Ignatiev (Faculty of Physics, Moscow State University),
  A.G.Kuranov(Sternberg Astronomical Institute, Moscow, Russia), K.A.
  Postnov(Faculty of Physics, Moscow State University,Max-Planck Institut f\""ur
  Astrophysik, Garching, Germany), M.E.Prokhorov(Sternberg Astronomical
  Institute,Moscow, Russia)","Orbital Eccentricity Effects on the Stochastic Gravitational Wave
  Background from Coalescing Binary Neutron Stars","10pages, 6 figure,to be published in ""Proceedings of XI - Baksan
  school: Particles and Cosmology, Apr 2001, Russia""; In the replaced version
  additional references were added",,,,"astro-ph",,"  Unresolved coalescing binary neutron stars in the Galaxy and beyond produce a
stochastic gravitational wave background within the LISA frequency band, which
can be potentially dangerous for possible detection of fundamentally more
interesting relic cosmological backgrounds. Here we address the question what
effects the unavoidable eccentricity of orbits of these systems should have on
the properties of this backgrounds. In particularly, we examine starting from
which frequency one-year observations with LISA can be secure from
contamination by the noise produced by galactic binary neutron stars in
eccentric orbits. We come to the conclusion that harmonics from such binaries
do not contribute significantly above $\sim 10^{-3}$ Hz.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 16:41:11 GMT""},{""version"":""v2"",""created"":""Mon, 9 Jul 2001 10:56:38 GMT""}]","2007-05-23"
"astro-ph/0106570","Gabriele Ghisellini","G. Ghisellini (Osserv. Astr. di Brera, Italy) and A. Celotti (SISSA,
  Trieste, Italy)","The dividing line between FR I and FR II radio--galaxies","4 pages, 2 figures, revised version accepted for publication in A&A
  (letters)",,"10.1051/0004-6361:20011338",,"astro-ph",,"  In the radio - host galaxy optical luminosity plane FR I and FR II
radio-galaxies are clearly divided. Since the optical luminosity of an
elliptical galaxy is an indication of the mass of its central black hole, we
propose that the FR I - FR II dividing luminosity is a function of the mass of
the black hole powering the active nucleus. Furthermore, as the radio power
gives an estimate of the total kinetic power carried by the jet, the FR I - FR
II separation can be re-interpreted as occurring at a constant ratio between
the jet power and the black hole mass. There is also convincing evidence of a
correlation between the radio power and the luminosity in narrow emission
lines. As the latter results from photoionization by the radiation produced by
accretion, we can estimate the ionizing luminosity and find that the separation
luminosity can be also re-expressed as a constant accretion rate between
\~0.01-0.001 of the Eddington one. This possibly regulates the accretion mode
and the consequent presence and characteristics of nuclear outflows.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 16:50:49 GMT""},{""version"":""v2"",""created"":""Sun, 15 Jul 2001 09:57:27 GMT""}]","2009-11-06"
"astro-ph/0106571","Mark J. Reid","M. J. Reid and J. E. Goldston","How Mira Variables Change Visual Light by a Thousand-fold","16 pages including 4 figures To appear in ApJ 568 (April 1,2002)",,"10.1086/338947",,"astro-ph",,"  Mira variables change visual light by up to 8 magnitudes over their roughly
yearly cycle. Here we present a simple explanation for the extremely large
amplitudes of light curves of oxygen-rich Mira variables. Metallic oxides, such
as TiO, form throughout the stellar atmosphere as the star cools when
approaching minimum light. When this happens, the visual light can be almost
completely absorbed at large radii, extending the visual photosphere to nearly
twice its nominal size. At these large radii, temperatures can fall to
approximately 1400 K and essentially all of the star's radiation emerges in the
infrared. Since almost no optical light is emitted at these low temperatures,
Mira variables can decrease their visual light by more than a thousand-fold and
almost ""disappear"" to the human eye.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 18:05:41 GMT""},{""version"":""v2"",""created"":""Tue, 11 Dec 2001 14:07:04 GMT""}]","2009-11-06"
"astro-ph/0106572","James Muzerolle","James Muzerolle, Lynne Hillenbrand, Nuria Calvet, Lee Hartmann, Cesar
  Briceno","Disk Accretion at 10 Myr: Results from the TW Hydrae Association","5 pages, 1 inline ps figure. To appear in ""Young Stars Near Earth:
  Progress and Prospects"", ASP conference series, R. Jayawardhana and T.
  Greene, eds. uses PASP style file ""newpasp.sty"" (included)",,,,"astro-ph",,"  We present an analysis of the accretion properties of the members of the TW
Hydrae association. The Halpha emission line profile provides explicit evidence
of an active accretion flow in 3 out of 23 observed members of the association;
we use radiative transfer models to derive approximate accretion rates for
these 3 objects. The resulting accretion rates for these 10 Myr-old stars
(<10^-9 Msun/yr) are well over an order of magnitude lower than typical values
in 1 Myr-old T Tauri stars. The small fraction of TW Hydrae association objects
still accreting (13%, compared with ~70% in 1 Myr-old regions like Taurus),
along with the very small accretion rates, points to significant disk evolution
over 10 Myr, providing an important constraint on the timescales for planet
formation.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 19:59:46 GMT""}]","2007-05-23"
"astro-ph/0106573","Travis S. Metcalfe","Travis S. Metcalfe (University of Texas-Austin)","Computational Asteroseismology","Ph.D. thesis. Summary to appear in PASP (October 2001). HTML version
  and full-resolution figures available at http://whitedwarf.org/metcalfe/","2001, PASP, 113, 1308 (Dissertation Summary)","10.1086/323287",,"astro-ph",,"  White dwarf asteroseismology offers the opportunity to probe the structure
and composition of stellar objects governed by relatively simple physical
principles. The observational requirements of asteroseismology have been
addressed by the development of the Whole Earth Telescope, but the analysis
procedures still need to be refined before this technique can yield the
complete physical insight that the data can provide. We have applied an
optimization method utilizing a genetic algorithm to the problem of fitting
white dwarf pulsation models to the observed frequencies of the most thoroughly
characterized helium-atmosphere pulsator, GD 358. The free parameters in this
initial study included the stellar mass, the effective temperature, the surface
helium layer mass, the core composition, and the internal chemical profile. For
many years, astronomers have promised that the study of pulsating white dwarfs
would ultimately lead to useful information about the physics of matter under
extreme conditions of temperature and pressure. The optimization approach
developed in this dissertation has allowed us to finally make good on that
promise by exploiting the sensitivity of our models to the core composition. We
empirically determine that the central oxygen abundance in GD 358 is 84 +/- 3
percent. We use this value to place a preliminary constraint on the
C12(alpha,gamma)O16 nuclear reaction cross-section of S_300 = 295 +/- 15 keV
barns. We find a thick helium layer solution for GD 358 that provides a better
match to the data than previous fits, and helps to resolve a problem with the
evolutionary connection between PG 1159 stars and DBVs. [abridged]
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 21:07:35 GMT""},{""version"":""v2"",""created"":""Tue, 10 Jul 2001 11:29:16 GMT""}]","2009-11-06"
"astro-ph/0106574","George Djorgovski","S.G. Djorgovski (1), D.A. Frail (2), S.R. Kulkarni (1), R. Sari (1),
  J.S. Bloom (1), T.J. Galama (1), F.A. Harrison (1), P.A. Price (1), D. Fox
  (1), D. Reichart (1), S. Yost (1), E. Berger (1), A. Diercks (1), R. Goodrich
  (3), F. Chaffee (3) ((1) Caltech (2) NRAO (3) WMKO/CARA)","The Cosmic Gamma-Ray Bursts","An invited review, to appear in: Proc. IX Marcel Grossmann Meeting,
  eds. V. Gurzadyan, R. Jantzen, and R. Ruffini, Singapore: World Scientific,
  in press (2001); Latex file, 33 pages, 22 eps figures, style files included",,"10.1142/9789812777386_0023",,"astro-ph",,"  Cosmic gamma-ray bursts are one of the great frontiers of astrophysics today.
They are a playground of relativists and observers alike. They may teach us
about the death of stars and the birth of black holes, the physics in extreme
conditions, and help us probe star formation in the distant and obscured
universe. In this review we summarise some of the remarkable progress in this
field over the past few years. While the nature of the GRB progenitors is still
unsettled, it now appears likely that at least some bursts originate in
explosions of very massive stars, or at least occur in or near the regions of
massive star formation. The physics of the burst afterglows is reasonably well
understood, and has been tested and confirmed very well by the observations.
Bursts are found to be beamed, but with a broad range of jet opening angles;
the mean gamma-ray energies after the beaming corrections are ~ 10^51 erg.
Bursts are associated with faint <R> ~ 25 mag) galaxies at cosmological
redshifts, with <z> ~ 1. The host galaxies span a range of luminosities and
morphologies, but appear to be broadly typical for the normal, actively
star-forming galaxy populations at comparable redshifts and magnitudes. Some of
the challenges for the future include: the nature of the short bursts and
possibly other types of bursts and transients; use of GRBs to probe the
obscured star formation in the universe, and possibly as probes of the very
early universe; and their detection as sources of high-energy particles and
gravitational waves.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 21:09:16 GMT""},{""version"":""v2"",""created"":""Fri, 29 Jun 2001 23:00:58 GMT""}]","2017-08-23"
"astro-ph/0106575","L. V. E. Koopmans","L.V.E. Koopmans (Caltech), M.A. Garrett (JIVE), R.D. Blandford
  (Caltech), C.R. Lawrence (JPL/Caltech), A.R. Patnaik (MPI Bonn), R.W. Porcas
  (MPI Bonn)","2016+112: A Gravitationally Lensed Type-II Quasar","10 pages, 3 figures, accepted by MNRAS; minor changes","Mon.Not.Roy.Astron.Soc. 334 (2002) 39","10.1046/j.1365-8711.2002.05438.x",,"astro-ph",,"  A single-screen model of the gravitational lens system 2016+112 is proposed,
that explains recent Hubble Space Telescope} (HST) infrared (NICMOS-F160W)
observations and new high-resolution European VLBI Network (EVN) 5-GHz radio
observations, presented in this paper. In particular, we find that a massive
`dark' structure at the lens position, previously suggested by X-ray, optical
and spectroscopic observations of the field around 2016+112, is not necessarily
required to accommodate the strong lensing constraints. A massive structure to
the north-west of the lens system, suggested from a weak-lensing analysis of
the field, is included in the model. The lensed source is an X-ray bright
active galaxy at z=3.273 with a central bright optical continuum core and
strong narrow emission lines, suggestive of a type-II quasar. The EVN 5-GHz
radio maps show a radio-jet structure with at least two compact subcomponents.
We propose that the diamond caustic crosses the counter-jet of the radio
source, so that part of the counter-jet, host galaxy and narrow-line emission
regions are quadruply imaged. The remainder of the radio source, including the
core, is doubly imaged. Our lens model predicts a very high magnification
(mu~300) at the bightness peaks of the inner two radio components of complex C.
If the jet exhibits relativistic velocities on micro-arsecond scales, it might
result in apparent hyperluminal motion. However, the lack of strong radio
variability and the peaked radio spectrum imply that these motions need not be
present in the source. Our model furthermore implies that the optical spectrum
of C' can only show features of the AGN and its host galaxy.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 22:15:44 GMT""},{""version"":""v2"",""created"":""Mon, 2 Jul 2001 22:25:30 GMT""},{""version"":""v3"",""created"":""Wed, 2 Jan 2002 19:27:41 GMT""}]","2009-11-06"
"astro-ph/0107001","Rosanne Di Stefano","Rosanne Di Stefano, L.H. Ford, Hongwei Yu, D.J. Fixsen","Quantum Gravity and Astrophysics: The Microwave Background and Other
  Thermal Sources","Submitted to ApJ, 30 pages, 8 figures",,,,"astro-ph",,"  The problem of formulating a fully consistent quantum gravity theory (QGT)
has not yet been solved. Even before we are able to work out the details of a
complete theory, however, we do know some important qualitative features to be
expected in any quantum theory. Fluctuations of the metric, for example, are
expected and are associated with fluctuations of the lightcone. Lightcone
fluctuations affect the arrival time of signals from distant sources in
potentially measurable ways, broadening the spectra. In this paper, we start
with a thermal spectrum and derive the form of spectral changes expected in a
wide class of QGTs. We apply these results, valid for any thermal spectrum, to
the cosmic microwave background (CMB). The CMB offers two advantages: (1)
deviations from a thermal spectrum are well constrained, and (2) the radiation
emanates from the most distant source of light, the surface of last scattering.
We use existing CMB data to derive an upper bound on the value of $\Delta t,$
the mean spread in arrival times due to metric fluctuations: ${\Delta t} < 2.1
\times 10^{-14}$ s at the 95% confidence limit. This limit applies to a wide
range of QGTs, and falsifies those predicting a larger spread in arrival times.
We find this limit rules out at least one QGT, the 5-dimensional theory in
which the ""extra"" dimension is flat. Tests of other models may also be
possible, depending on the results of calculations to predict values of \Delta
t,$ and also a second time scale, $\tau_c,$ the correlation time, which is the
characteristic time scale of the metric fluctuations. We show that stronger
limits on the value of $\Delta t,$ hence on lightcone fluctuations, can likely
be derived through observations of of higher-T sources, e.g., in the X-ray and
gamma-ray regimes.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 23:22:51 GMT""}]","2007-05-23"
"astro-ph/0107002","J. B. Hutchings","J.B.Hutchings, G.A.Kriss, R.F.Green, M. Brotherton, M.E.Kaiser, A.P.
  Koratkar, W.Zheng","Evidence for an accelerating wind as the broad-line region in NGC 3516","16 pages and 4 diagrams; to appear in the Astrophysical Journal",,"10.1086/322329",,"astro-ph",,"  Spectroscopic data in wavelengths 900--3000A have been obtained in a low flux
state of the nucleus of the Seyfert 1 galaxy NGC 3516. The line profiles show P
Cygni characteristics, particularly in O VI 1032A, and are compared with data
from an earlier higher state. The profiles are suggestive of, and consistent
with, an accelerating wind driven by a disk continuum source, in which the
ionisation radii have changed. This scenario may apply to the formation of
other broad emission lines in AGN.
","[{""version"":""v1"",""created"":""Fri, 29 Jun 2001 23:34:11 GMT""}]","2009-11-06"
