"astro-ph/0106300","Jason Pruet","Jason Pruet and Neal Dalal","Implications of Neutron Decoupling in Short Gamma Ray Bursts","12 pages, 3 figures","Astrophys.J. 573 (2002) 770","10.1086/340750",,"astro-ph",,"  Roughly half of the observed gamma-ray bursts (GRBs) may arise from the
shocking of an ultra-relativistic shell of protons with the interstellar medium
(ISM). Any neutrons originally present in the GRB fireball may, depending on
the characteristics of the central engine, dynamically decouple as the fireball
accelerates. This leads to outflow consisting of separate fast proton and slow
neutron components. We derive detailed implications of neutron decoupling for
the observed lightcurves of short bursts. We show that the collision of a
neutron decayed shell with a decelerating outer shell is expected to result in
an observable second peak in the GRB lightcurve. There may be substantial
optical emission associated with such an event, so the upcoming Swift satellite
may be able to place constraints on models for short bursts. We also discuss
interesting inferences about central engine characteristics allowed by existing
BATSE data and a consideration of neutron decoupling.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 22:49:52 GMT""}]","2009-11-06"
"astro-ph/0106308","Laerte Sodre Jr.","Grazyna Stasinska (1) & Laerte Sodre Jr. (2) ((1) Observatoire de
  Paris/Meudon, (2) IAG/USP)","Global Emission Line Trends in Spiral Galaxies: The Reddening and
  Metallicity Sequences","13 pages; to appear in A&A",,"10.1051/0004-6361:20010831",,"astro-ph",,"  We have explored the emission line trends in the integrated spectra of normal
spiral galaxies of the Nearby Field Galaxy Survey, in order to investigate the
relationships between dust extinction, metallicity and some macroscopic
properties of spiral galaxies. We found a very strong correlation between the
Hbeta and Halpha equivalent widths, implying that the difference between the
extinction of the stellar and the nebular light depends only on the intrinsic
colours of the galaxies, being larger for redder galaxies. The usual
metallicity indicator for giant HII regions ([OIII]4959,5007 + [OII]3726,3729)/
Hbeta is not appropriate for integrated spectra of spiral galaxies, probably
due to metallicity gradients. Much better qualitative metallicity indicators
are found to be [NII]6584/[OII]3726,3729 and [NII]6584/Halpha, the latter
having the advantage of being independent of reddening and being applicable
also for galaxies with weak emission lines. With these indicators, we find that
the nebular extinction as derived from the Balmer decrement strongly correlates
with the effective metallicity of the emission line regions. The overall
metallicity of the emission line regions is much better correlated with galaxy
colours than with morphological types. A Principal Component Analysis on a 7-D
parameter space showed that the variance is produced, in first place, by the
metallicity and parameters linked to the stellar populations, and, in second
place, by the surface brightness, which is linked to the dynamical history of
the galaxies. The absolute magnitude, related to the mass of the galaxy, comes
only in the third place.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 16:25:24 GMT""}]","2009-11-06"
"astro-ph/0106309","Maurizio Paolillo","M. Paolillo (1), G. Fabbiano (2), G. Peres (1), D.-W. Kim (2) ((1)
  Universita' di Palermo, D.S.F.A.-Italy, (2) Harvard-Smithsonian Center for
  Astrophysics (H.E.A.D.), Cambridge, MA)","Deep ROSAT-HRI observation of the elliptical galaxy NGC 1399","15 pages, 10 figures (6 in color), 1 table; uses subfigure.sty,
  supertabular.sty, lscape.sty, color.sty; To be published in the proceeding of
  ""X-ray Astronomy 2000"" (Mondello (Palermo), September 2000)","X-ray Astronomy 2000, ASP Conference Proceeding Vol. 234. Edited
  by Riccardo Giacconi, Salvatore Serio, and Luigi Stella. San Francisco:
  Astronomical Society of the Pacific. ISBN: 1-58381-071-4, 2001 (CD-ROM)",,,"astro-ph",,"  We present the preliminary results of a deep (167 ks) ROSAT HRI observation
of the cD galaxy NGC1399 in the Fornax cluster. We find, in agreement with
previous observations, an extended (41 Kpc adopting a distance of 19 Mpc)
gaseous halo with a luminosity of L_X=(4.41\pm 0.04)x10^{41} erg/s. The 5
arcsec resolution of the data allows us to detect a very complex and asymmetric
structure of the halo with respect to the optical galaxy. Moreover the analysis
of the radial structure reveals the presence of a multi-component profile not
consistent with a simple King model over the whole 40 Kpc. We do not detect the
presence of a central source and pose an upper limit to the luminosity of a
possible active nucleus. Due to the length of the observation, comparable to
that of a deep survey, we detect a large number of sources within the HRI FOV,
in slight excess with respect to the estimates based on previous surveys. We
study the flux distribution of the sources, their temporal behaviour and their
spatial distribution with respect to the central galaxy.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 16:28:33 GMT""}]","2007-05-23"
"astro-ph/0106310","Goldwurm Andrea","A. Goldwurm (1), D. Israel (1), P. Goldoni (1), P. Ferrando (1), A.
  Decourchelle (1), I. F. Mirabel (1) and R. S. Warwick (2) ((1) Service
  d'Atrophysique/DAPNIA/CEA, Saclay, France, (2) Dept. of Physics and
  Astronomy, Leicester University, U.K.)","XMM-Newton Observation of the Black Hole Microquasar GRS 1758-258","To appear in the Proc. of the Gamma-Ray Astrophysics 2001 Symposium,
  4-6 April 2001, Baltimore, Maryland, U.S.A.. American Institute of Physics
  (AIP) series: 5 pages, 6 PS figures, latex, uses aipproc.cls aipproc.sty",,"10.1063/1.1419372",,"astro-ph",,"  The XMM-Newton X-ray observatory pointed the galactic black hole candidate
and microquasar GRS 1758-258 in September 2000 for about 10 ks during a program
devoted to the scan of the Galactic Center regions. Preliminary results from
EPIC MOS camera data are presented here. The data indicate that the source
underwent a state transition from its standard low-hard state to an
intermediate state. For the first time in this source the ultra-soft component
of the accretion disk, which black hole binaries display in intermediate or
high-soft states, was clearly detected and measured thanks to the high spectral
capabilities of XMM-Newton.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 16:53:24 GMT""}]","2009-11-06"
"astro-ph/0106311","Simon Vaughan","S. Vaughan (1,2), R. Edelson (1,3), R. S. Warwick (1), M. A. Malkan
  (3), M. R. Goad (1) ((1) X-Ray Astronomy Group, Leicester, (2) IoA,
  Cambridge, (3) Astronomy Department, UCLA)","A complete sample of Seyfert galaxies selected at 1/4 keV","17 pages, 4 figures, accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc.327:673,2001","10.1046/j.1365-8711.2001.04763.x",,"astro-ph",,"  We have used the ROSAT Bright Source Catalogue to extract a complete sample
of sources selected in the band from 0.1-0.4 keV. This 1/4 keV-selected sample
is comprised of 54 Seyfert galaxies, 25 BL Lacertae objects, 4 clusters and 27
Galactic stars or binaries. Seyfert-type galaxies with ``ultrasoft'' X-ray
spectra can very often be classed optically as Narrow-line Seyfert 1s (NLS1s).
Such objects are readily detected in 1/4 keV surveys; the sample reported here
contains 20 NLS1s, corresponding to a 40% fraction of the Seyferts. Optical
spectra of the Seyfert galaxies were gathered for correlative analysis, which
confirmed the well-known relations between X-ray slope and optical spectral
properties (e.g., [O III]/H-beta ratio; Fe II strength, H-beta width). The
various intercorrelations are most likely driven, fundamentally, by the shape
of the photoionising continuum in Seyfert nuclei. We argue that a steep X-ray
spectrum is a better indicator of an ``extreme'' set of physical properties in
Seyfert galaxies than is the narrowness of the optical H-beta line. (Abridged)
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 18:05:12 GMT""}]","2008-11-26"
"astro-ph/0106312","Birgit Otte","B. Otte, R. J. Reynolds, J. S. Gallagher III, A. M. N. Ferguson","Searching for additional heating - [OII] emission in the diffuse ionized
  gas of NGC891, NGC4631 and NGC3079","43 pages, 29 figures",,"10.1086/322343",,"astro-ph",,"  We present spectroscopic data of ionized gas in the disk--halo regions of
three edge-on galaxies, NGC 891, NGC 4631 and NGC 3079, covering a wavelength
range from [\ion{O}{2}] $\lambda$3727\AA to [\ion{S}{2}] $\lambda$6716.4\AA.
The inclusion of the [\ion{O}{2}] emission provides new constraints on the
properties of the diffuse ionized gas (DIG), in particular, the origin of the
observed spatial variations in the line intensity ratios. We used three
different methods to derive electron temperatures, abundances and ionization
fractions along the slit. The increase in the [\ion{O}{2}]/H$\alpha$ line ratio
towards the halo in all three galaxies requires an increase either in electron
temperature or in oxygen abundance. Keeping the oxygen abundance constant
yields the most reasonable results for temperature, abundances, and ionization
fractions. Since a constant oxygen abundance seems to require an increase in
temperature towards the halo, we conclude that gradients in the electron
temperature play a significant role in the observed variations in the optical
line ratios from extraplanar DIG in these three spiral galaxies.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 20:00:25 GMT""}]","2009-11-06"
"astro-ph/0106313","Kevin Krisciunas","Kevin Krisciunas","A Brief History of Astronomical Brightness Determination Methods at
  Optical Wavelengths","13 pages, 2 figures, 40 references",,,,"astro-ph",,"  In this brief article I review the history of astronomical photometry,
touching on observations made by the ancient Chinese, Hipparchus and Ptolemy,
the development of the concept (and definition) of magnitude, the endeavors of
Argelander and Zoellner, work at Harvard at the end of the 19th century, and
the development of photography, photomultipliers, and CCD's and their
application to astronomy.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 20:26:08 GMT""}]","2007-05-23"
"astro-ph/0106314","Franz Proebst","M. Altmann, G. Angloher, M. Bruckmayer, C. Bucci, S. Cooper, C.
  Cozzini, P. DiStefano, F. von Feilitzsch, T. Frank, D. Hauff, Th. Jagemann,
  J. Jochum, R. Keeling, H. Kraus, J. Macallister, F.Proebst, Y. Ramachers, J.
  Schnagl, W. Seidel, I. Sergeyev, M. Stark, L. Stodolsky, H. Wulandari","Results and plans of the CRESST dark matter search","23 pages, 15 figures, Paper contributed to the X International
  Symposium on Lepton and Photon Interactions at High Energies, 23rd-28th July
  2001, Rome, Italy",,,,"astro-ph",,"  Data taken by CRESST in 2000 with a cryogenic detector system based on 262 g
sapphire crystals is used to place limits on WIMP dark matter in the Galactic
Halo. The detector is especially sensitive for low-mass WIMPS with
spin-dependent cross sections and improves on existing limits in this region.
CRESST is now preparing for a second phase, which will use a 10 kg detector
consisting of 300 g CaWO4 crystals with simultaneous detection of phonons and
scintillation light to reduce background.
","[{""version"":""v1"",""created"":""Mon, 18 Jun 2001 21:35:51 GMT""}]","2007-05-23"
"astro-ph/0106316","Axel De La Macorra","A. de la Macorra and C. Stephan-Otto","Natural Quintessence with Gauge Coupling Unification","minor changes(discussion on field normalization included), reference
  added, accepted in Phy.Rev.Lett., 5 pages,LateX,2 Figures","Phys.Rev.Lett. 87 (2001) 271301","10.1103/PhysRevLett.87.271301","IFUNAM-FT-2001-01","astro-ph hep-ph hep-th",,"  We show that a positive accelerating universe can be obtained simply by the
dynamics of a non-abelian gauge group. It is the condensates of the chiral
fields that obtain a negative power potential, below the condensation scale,
and allow for a quintessence interpretation of these fields. The only free
parameters in this model are $N_c$ and $N_f$ and the number of dynamically
gauge singlet bilinear fields $\phi$ generated below the condensation scale. We
show that it is possible to have unification of all coupling constants,
including the standard and non standard model couplings, while having an
acceptable phenomenology of $\phi$ as the cosmological constant. This is done
without any fine tuning of the initial conditions. The problem of coincidence
(why the universe has only recently started an accelerating period) is not
solved but it is put at the same level as what the particle content of the
standard model is.
","[{""version"":""v1"",""created"":""Tue, 19 Jun 2001 02:03:26 GMT""},{""version"":""v2"",""created"":""Fri, 16 Nov 2001 22:53:46 GMT""}]","2009-11-06"
"astro-ph/0106317","Lali Chatterjee","L. Chatterjee (1& 2), M. R. Strayer (2) and J. S. Wu (3 & 2)
  ((1)Cumberland University, (2)Oak Ridge National Laboratory, (3)Fayetteville
  State University)","Bremsstrahlung of Flavor-Degenerate Pairs by Neutrinos in the Nuclear
  Field","34 pages, 9 figures, Submitted to Astrophysical Journal, Presented at
  APS April 2001 Meeting",,,"ORNL-NEU-01-06","astro-ph",,"  Neutrino Bremsstrahlung of flavor-degenerate pairs in the field of a nucleus
is of potential importance for neutrino astrophysics and is representative of a
class of processes connecting leptonic electroweak sectors to real or virtual
photons. We focus on first generation flavor production by both electron and
muon neutrinos and present Standard Model cross sections and distributions for
lead and iron nuclei. The results (of order 10-41 cm2 for electron neutrino -
lead collisions at 100 MeV) have been fitted to empirical formulae that can be
used to estimate backgrounds to neutrino detection experiments and flux
normalizations. A compact form of the matrix element obtained by analytic
reduction is used to explain the distributions. The V-A limits of the cross
sections are shown to agree with published work from the pre-neutral current
era. Event signatures and the possible roles of these processes in stellar and
laboratory neutrino physics are discussed. Cross sections are compared with
those for neutrino-electron scattering for neutrino spectra corresponding to
typical supernovae temperatures.
","[{""version"":""v1"",""created"":""Tue, 19 Jun 2001 02:55:06 GMT""},{""version"":""v2"",""created"":""Fri, 22 Jun 2001 20:03:49 GMT""}]","2009-09-25"
