"astro-ph/0112372","Dave Besson","I. Kravchenko, et. al. (The RICE Collaboration)","Performance and Simulation of the RICE detector","preprint, to be submitted to Astropart. Phys","Astropart.Phys.19:15-36,2003","10.1016/S0927-6505(02)00194-9",,"astro-ph hep-ex",,"  The RICE experiment (Radio Ice Cherenkov Experiment) at the South Pole,
co-deployed with the AMANDA experiment, seeks to detect ultra-high energy (UHE)
electron neutrinos interacting in cold polar ice. Such interactions produce
electromagnetic showers, which emit radio-frequency Cherenkov radiation. We
describe the experimental apparatus and the procedures used to measure the
neutrino flux.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 23:44:20 GMT""}]","2008-11-26"
"astro-ph/0112378","Steven N. Shore","Russell B. Dahlburg (NRL), Giorgio Einaudi (Dipartimento di Fisica e
  Istituto Nazionale Fisica Materia, Sez. A, Universit`a di Pisa), T. N. LaRosa
  (Department of Biological and Physical Sciences, Kennesaw State University),
  and Steven N. Shore (Dept. of Physics and Astronomy, Indiana Univ. South
  Bend)","Modeling the Galactic Center Nonthermal Filaments as Magnetized Wake","postscript file, 7 figs (included); Accepted for publication in ApJ
  (Part 1)",,"10.1086/338842",,"astro-ph",,"  We simulate the Galactic Center nonthermal filaments as magnetized wakes
formed dynamically from amplification of a weak (tens of $\mu$G) global
magnetic field through the interaction of molecular clouds with a Galactic
Center wind. One of the key issues in this cometary model is the stability of
the filament against dynamical disruption. Here we show 2-dimensional MHD
simulations for interstellar conditions that are appropriate for the Galactic
Center. The structures eventually disrupt through a shear driven nonlinear
instability but maintain coherence for lengths up to 100 times their width as
observed. The final instability, which destroys the filament through shredding
and plasmoid formation, grows quickly in space (and time) and leads to an
abrupt end to the structure, in accord with observations. As a by-product, the
simulation shows that emission should peak well downstream from the cloud-wind
interaction site.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 01:11:34 GMT""}]","2009-11-07"
"astro-ph/0112379","Nobuyuki Kudomi","H.Ejiri, J.Engel, and N.Kudomi","Supernova-Neutrino Studies with $^{100}$Mo","7 pages, 1 figure","Phys.Lett. B530 (2002) 27-32","10.1016/S0370-2693(02)01349-7",,"astro-ph",,"  We show that supernova neutrinos can be studied by observing their
charged-current interactions with $^{100}$Mo, which has strong spin-isospin
giant resonances. Information about both the effective temperature of the
electron neutrino sphere and the oscillation into electron neutrinos of other
flavors can be extracted from the electron (inverse $\beta$) spectrum. We use
measured hadronic charge-exchange spectra and the Quasiparticle Random Phase
Approximation to calculate the charged-current response of $^{100}$Mo to
electron neutrinos from supernovae, with and without the assumption of
oscillations. A scaled up version of the MOON detector for $\beta \beta$ and
solar-neutrino studies could potentially be useful for spectroscopic studies of
supernova neutrinos as well.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 02:13:01 GMT""},{""version"":""v2"",""created"":""Tue, 5 Feb 2002 03:55:15 GMT""}]","2009-11-07"
"astro-ph/0112380","Lihwai Lin","Lihwai Lin, Tzihong Chiueh, and Jounghun Lee","Bias and Conditional Mass Function of Dark Halos Based on the
  Nonspherical Collapse Model","28 pages, 11 figures, section 3.2 complemented, Fig.1 and Fig. 4
  modified, version accepted for publication in ApJ",,"10.1086/341000",,"astro-ph",,"  Nonspherical collapse is modelled, under the Zeldovich approximation, by
six-dimensional random walks of the initial deformation tensor field. The
collapse boundary adopted here is a slightly-modified version of that proposed
by Chiueh and Lee (2001). Not only the mass function agrees with the fitting
formula of Sheth and Tormen (1999), but the bias function and conditional mass
function constructed by this model are also found to agree reasonably well with
the simulation results of Jing (1998) and Somerville et al. (2000),
respectively. In particular, by introducing a small mass gap, we find a fitting
formula for the conditional mass function, which works well even at small time
intervals between parent and progenitor halos during the merging history.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 03:47:43 GMT""},{""version"":""v2"",""created"":""Tue, 18 Dec 2001 04:39:07 GMT""},{""version"":""v3"",""created"":""Thu, 20 Dec 2001 08:12:47 GMT""},{""version"":""v4"",""created"":""Thu, 18 Apr 2002 08:15:07 GMT""}]","2009-11-07"
"astro-ph/0112381","Charles H. Lineweaver","Charles H. Lineweaver","Cosmological Parameters","8 pages, 3 figures, talk presented at COSMO-01, Rovaniemi, Finland
  August 29 - September 4, 2001",,,,"astro-ph",,"  This article briefly summarizes the increasingly precise observational
estimates of the cosmological parameters. After three years on the stump, the
Lambda-CDM model is still the leading candidate. Although the Universe is
expanding, our picture of it is coming together.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 05:29:35 GMT""}]","2007-05-23"
"astro-ph/0112382","Sergei Y. Sazonov","S. Sazonov (MPA, Iki), E. Churazov (MPA, Iki), R. Sunyaev (MPA, Iki)","Polarization of resonance X-ray lines from clusters of galaxies","12 pages, 13 figures, submitted to MNRAS","Mon.Not.Roy.Astron.Soc. 333 (2002) 191","10.1046/j.1365-8711.2002.05390.x",,"astro-ph",,"  As is known, resonant scattering can distort the surface-brightness profiles
of clusters of galaxies in X-ray lines. We demonstrate that the scattered line
emission should be polarized and possibly detectable with near-future X-ray
polarimeters. Spectrally-resolved mapping of a galaxy cluster in polarized
X-rays could provide valuable independent information on the physical
conditions, in particular element abundances and the characteristic velocity of
small-scale turbulent motions, in the intracluster gas. The expected degree of
polarization is of the order of 10% for richest regular clusters (e.g. Coma)
and clusters whose X-ray emission is dominated by a central cooling flow (e.g.
Perseus or M87/Virgo).
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 12:07:29 GMT""}]","2009-11-07"
"astro-ph/0112383","Eric van der Swaluw","Eric van der Swaluw, Abraham Achterberg, Yves A. Gallant","Rejuvenating the shells of supernova remnants by pulsar winds","6 pages, 2 figures, To appear in ""Neutron Stars in Supernova
  Remnants"" (ASP Conference Proceedings), eds P. O. Slane and B. M. Gaensler",,,,"astro-ph",,"  We reconsider the rejuvenation mechanism as proposed by Shull, Fesen, & Saken
(1989). These authors suggest that an active pulsar can catch up with, and
rejuvenate the shell of the associated supernova remnant. The morphology of the
SNRs G5.4-1.2 and CTB80 seem to confirm this rejuvenation mechanism. The
spindown energy is deposited by the pulsar as a relativistic pulsar wind, and
has a sufficient power to explain the observed radio emission observed in these
remnants. Shull et al. (1989) did {\it not} explain the observed lengthscales
of the rejuvenated parts of the SNR shell. therefore one needs to consider the
diffusive transport of the injected electrons by the pulsar wind. We propose to
apply a diffusion mechanism as introduced by Jokipii (1987), which makes a
distinction between diffusion along the magnetic field lines and perpendicular
to the magnetic field lines, parameterised by the gyro factor $\eta$. We show
that one has to assume a high value for the gyro factor, $\eta\simeq
10^3-10^4$, i.e. diffusion of the electrons along the magnetic field line is
much faster then perpendicular to the magnetic field line, in order for the
rejuvenation mechanism to work on the observed lengthscales.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 13:17:14 GMT""}]","2007-05-23"
"astro-ph/0112384","Ofelia Pisanti","S. Esposito, G. Mangano, G. Miele, I. Picardi, and O. Pisanti","Radiative corrections to neutrino energy loss rate in stellar interiors","LaTeX, 13 pages, 9 figure files; major revision due to a numerical
  error now corrected","Mod.Phys.Lett. A17 (2002) 491-502","10.1142/S0217732302006643","DSF-38-2001","astro-ph hep-ph",,"  We consider radiative electromagnetic corrections, at order \alpha, to the
process $e^+ e^- \to \nu \bar{\nu}$ at finite density and temperature. This
process represents one of the main contributions to the cooling of stellar
environments in the late stages of star evolution. We find that these
corrections affect the energy loss rate by a factor $(-4 \div 1) %$ with
respect to the tree level estimate, in the temperature and density ranges where
the neutrino pair production via e^+ e^- annihilation is the most efficient
cooling mechanism.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:26:19 GMT""},{""version"":""v2"",""created"":""Thu, 28 Feb 2002 16:41:07 GMT""}]","2009-11-07"
"astro-ph/0112385","Heino Falcke","Elmar Koerding (MPIfR Bonn), Heino Falcke (MPIfR Bonn), Sera Markoff
  (MPIfR Bonn)","Population X: Are the super-Eddington X-ray sources beamed jets in
  microblazars or intermediate mass black holes?","A&A Letters, in press, LaTex, 4 pages, 2 figures, also available at
  http://www.mpifr-bonn.mpg.de/staff/hfalcke/publications.html#popx",,"10.1051/0004-6361:20011776","hfa/eprint/No.49","astro-ph",,"  Recent X-ray observations reveal an increasing number of X-ray sources in
nearby galaxies exceeding luminosities of L_x > 2 10^39 erg/s. Assuming
isotropic emission, the Eddington limit suggests a population of
intermediate-mass black holes of M_bh >> 10 M_sun. However, Markoff, Falcke, &
Fender (2001) proposed that jets may be contributing to the X-ray emission from
X-ray binaries (XRBs), implying that some X-ray sources may be relativistically
beamed. This could reduce the required black hole masses to standard values. To
test this hypothesis, we investigate a simple X-ray population synthesis model
for X-ray point sources in galaxies with relativistic beaming and compare it
with an isotropic emission model. The model is used to explain a combined data
set of X-ray point sources in nearby galaxies. We show that the current
distributions are consistent with black hole masses M_bh <=10 M_sun and bulk
Lorentz factors for jets in microquasars of gamma_j ~ 5. Alternatively,
intermediate mass black holes up to 1000 M_sun are required which are
distributed in a powerlaw with roughly dN/dM ~ M^-2.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 13:52:51 GMT""}]","2009-11-07"
"astro-ph/0112386","Torsten Ensslin","Torsten A. Ensslin (MPA), Rashid A. Sunyaev (MPA, IKI), Markus
  Brueggen (MPA, IoA)","Tracing the Remnants of Powerful Quasars to Probe the IGM","6 pages, 4 figures, to appear in the Proceedings of 'Lighthouses of
  the Universe' Garching 2001",,"10.1007/10856495_76",,"astro-ph",,"  Powerful quasars and radio galaxies are injecting large amounts of energy in
the form of radio plasma into the inter-galactic medium (IGM). Once this
nonthermal component of the IGM has radiatively cooled the remaining radio
emission is difficult to detect. Two scenarios in which the fossil radio plasma
can be detected and thus be used to probe the IGM are discussed: a)
re-illumination of the radio emission due to the compression in large-scale
shock waves, and b) inverse Compton scattered radiation of the cosmic microwave
background (CMB), cosmic radio background (CRB), and the internal very low
frequency synchrotron emission of the still relativistic low energy electron
population. We present 3-D magneto-hydrodynamical simulations of scenario a)
and compare them to existing observations. Finally, we discuss the feasibility
of the detection of process b) with upcoming instruments.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:03:02 GMT""}]","2009-11-07"
"astro-ph/0112387","Agnieszka Janiuk","Agnieszka Janiuk, Bozena Czerny, Grzegorz M. Madejski","Spectral properties of the Narrow-Line Seyfert 1 Quasar PG1211+143","7 pages, 4 figures; poster presented at ""New Visions of the X-ray
  Universe in the XMM/Newton and Chandra Era"", Noordwijk, November 26-30 2001",,,,"astro-ph",,"  We propose a theoretical model to explain the spectrum of the quasar
PG1211+143 emitted in the Optical/X-ray bands. In particular, we suggest that
the inner accretion disk may develop a warm, optically thick skin, which
produces a profound emission feature observed in the soft X-ray band. This is
well modelled with the Comptonized black body emission.
  The same warm, mildly ionized medium may also be responsible for the hard
X-ray reflection and the presence of the iron $K_{\alpha}$ line. However, in
our model it still remains an open question, whether the seed photons for
Comptonization come from the cold accretion disc or from the hotter plasma.
High resolution spectroscopy available through the Chandra and XMM data may
provide now an independent test of the physical conditions in the Comptonizing
and reflecting warm skin.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:09:45 GMT""}]","2007-05-23"
