"astro-ph/0112218","David Shapakidze","David Shapakidze, George Machabeli, George Melikidze, David
  Khechinashvili","Extraordinary features of pair plasma and \\quasilinear theory of
  Cherenkov-drift instability","9 pages, 2 figures",,,,"astro-ph",,"  We examine linear and quasi-liner stages of Cherenkov-drift instability in
the relativistic magnetized electron-positron plasma. The external magnetic
field lines are assumed to be slightly curved. In this case the curvature drift
of relativistic beam particles plays decisive role in the development of the
instability. Quasi-linear relaxation of the relativistic beam leads to
diffusion of the resonant particles in the momenta space. The expressions for
diffusion coefficients of Cherenkov-drift instability are obtained.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 16:35:50 GMT""}]","2007-05-23"
"astro-ph/0112219","Maurice H. P. M. van Putten","Maurice H.P.M. van Putten","Gamma-ray bursts: the tip of the iceberg?","to appear in Proc. Woods Hole Conf. GRBs, November 5-9, 2001","AIP Conf.Proc. 662 (2003) 210-213","10.1063/1.1579340",,"astro-ph",,"  The spin-energy $E_{rot}$ of a Kerr black hole surrounded by a torus may
power emissions in multiple windows. The recently determined true GRB-energy of
$3-5\times 10^{50}$ erg indicates a minor fraction $E_j/E_{rot}\simeq 0.1%$ in
baryon poor ouput, here considered as jets along open magnetic flux-tubes from
the horizon to infinity. A major fraction $E_{gw}/E_{rot}\simeq 5%$ is expected
in gravitational radiation from the torus. A LIGO/VIRGO detection of
$\alpha=2\pi\int fdE_{gw}$ in excess of the neutron star limit $\alpha^*\simeq
0.005$ promises a calorimetric test for Kerr black holes. We expect a sample of
LIGO/VIRGO detections to obey the distribution of redshift corrected
GRB-durations.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 17:53:55 GMT""}]","2009-11-07"
"astro-ph/0112220","Douspis","M. Douspis, A. Blanchard, R. Sadat and J.G. Bartlett","Cosmological Parameter Estimation from CMB and X-ray clusters","2 pages. To appear in ASP Conf Proc `A New Era in Cosmology'. Eds: N.
  Metcalfe & T. Shanks",,,,"astro-ph",,"  We present the results of a combined analysis of cosmic microwave background
(CMB) and X-ray galaxy clusters baryon fraction to deduce constraints over 6 in
flationnary cosmological parameters. Such a combination is necessary for breaki
ng degeneracies inherent to the CMB.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 18:30:56 GMT""}]","2007-05-23"
"astro-ph/0112221","Robert J. Scherrer","Jens Kujat, Angela M. Linn, Robert J. Scherrer, and David H. Weinberg","Prospects for Determining the Equation of State of the Dark Energy: What
  can be Learned from Multiple Observables?","29 pages, 7 figures, many minor corrections, additions, and
  clarifications, to appear in ApJ","Astrophys.J. 572 (2002) 1-14","10.1086/340230",,"astro-ph",,"  The dark energy that appears to produce the accelerating expansion of the
universe can be characterized by an equation of state p=w\rho with w<-1/3. A
number of observational tests have been proposed to study the value or redshift
dependence of w, including SN Ia distances, the Sunyaev-Zel'dovich effect,
cluster abundances, strong and weak gravitational lensing, galaxy and quasar
clustering, galaxy ages, the \lya forest, and CMB anisotropies. The proposed
observational tests based on these phenomena measure either the
distance-redshift relation d(z), the Hubble parameter H(z), the age of the
universe t(z), the linear growth factor D_1(z), or some combination of these
quantities. We compute the evolution of these four observables, and of the
combination H(z)d(z) that enters the Alcock-Paczyznski anisotropy test, in
models with constant w, in quintessence models with some simple forms of the
potential V(\phi), and in toy models that allow more radical time variations of
w. Measurement of any of these quantities to precision of a few percent is
generally sufficient to discriminate between w=-1 and w=-2/3. However, the
time-dependence predicted in quintessence models is extremely difficult to
discern because the quintessence component is dynamically unimportant at the
redshifts where w departs substantially from its low-z value. Even for the toy
models that allow substantial changes in w at low redshift, there is always a
constant-w model that produces very similar evolution of all of the observables
simultaneously. We conclude that measurement of the effective equation of state
of the dark energy may be achieved by several independent routes in the next
few years, but that detecting time-variation in this equation of state will
prove very difficult except in specialized cases.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 18:59:17 GMT""},{""version"":""v2"",""created"":""Tue, 12 Feb 2002 18:50:51 GMT""}]","2009-11-07"
"astro-ph/0112222","Anthony Minter","A.H. Minter","Interpreting The HI Column Density Power Spectrum","To appear in ""Proceedings of Seeing Through the Dust, The Detection
  of HI and the Exploration of the ISM in Galaxies"", published by the
  Astronomical Society of the Pacific, editors Russ Taylor, Tom Landecker, and
  Tony Willis",,,,"astro-ph",,"  In this paper I investigate what factors -- both observational and physical
-- can change the measured slope of the observed 21cm HI power spectrum. The
following effects can make the observed turbulence appear two dimensional
rather than three dimensional: 1) if the turbulence is contained in a thin
filament or slab; 2) if the medium has a high optical depth; and 3) if any
method of observation or analysis is used which effectively limits the emission
from the medium under study to a thin slab, for example, by analyzing an
individual channel map. Straightforward analysis of data can give misleading or
incomplete results if these effects are not taken into account.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 19:47:47 GMT""}]","2007-05-23"
"astro-ph/0112223","Anthony Minter","Anthony Minter and Felix J. Lockman","G28.17+0.05, A Giant Atomic/Molecular Cloud","To appear in ""Proceedings of Seeing Through the Dust, The Detection
  of HI and the Exploration of the ISM in Galaxies"", published by the
  Astronomical Society of the Pacific, editors Russ Taylor, Tom Landecker, and
  Tony Willis",,,,"astro-ph",,"  HI 21 cm observations with the NRAO 140 Foot telescope have revealed a giant
HI cloud (G28.17+0.05) in the Galactic plane that has unusual properties. The
cloud is 150 pc in diameter, is at a distance of 5 kpc, and contains as much as
100,000 Solar Masses of atomic hydrogen. The cloud consists of a cold core,
T~10 K, and a hotter outer envelope, T < 200 K. There is no observable
difference in the HI line widths, ~7 km/s, between the core and the envelope.
Anomalously-excited 1720 MHz OH emission, with a similar line width, is
associated with the core of the cloud. The cloud core also exhibits 12CO and
13CO self-absorption which indicates that most of the cloud mass is in
molecules. The total mass of the cloud is greater than 200,000 Solar Masses.
The cloud has only a few sites of current star formation. If similar clouds are
associated with other observed sites of anomalously-excited 1720 MHz OH
emission, there may be as many as 100 more of these objects in the inner
galaxy.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 19:56:11 GMT""}]","2007-05-23"
"astro-ph/0112224","David Garcia-Alvarez","D. Garcia-Alvarez (1), D. Jevremovic (1,2), J.G. Doyle (1) and C.J.
  Butler (1). (1) Armagh Observatory (2) Astronomical Observatory","Observations and modelling of a large optical flare on AT Microscopii","11 pages, 8 tables, accepted by A&A",,"10.1051/0004-6361:20011743",,"astro-ph",,"  Spectroscopic observations covering the wavelength range 3600--4600\AA are
presented for a large flare on the late type M dwarf AT Mic (dM4.5e). A
procedure to estimate the physical parameters of the flaring plasma has been
used which assumes a simplified slab model of the flare based on a comparison
of observed and computed Balmer decrements. With this procedure we have
determined the electron density, electron temperature, optical thickness and
temperature of the underlying source for the impulsive and gradual phases of
the flare. The magnitude and duration of the flare allows us to trace the
physical parameters of the response of the lower atmosphere. In order to check
our derived values we have compared them with other methods. In addition, we
have also applied our procedure to a stellar and a solar flare for which
parameters have been obtained using other techniques.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 20:11:59 GMT""}]","2009-11-07"
"astro-ph/0112225","Ingunn Burud","I. Burud, F. Courbin, P. Magain, C. Lidman, D. Hutsemekers, J.-P.
  Kneib, J. Hjorth, J. Brewer, E. Pompei, L. Germany, J. Pritchard, A. O.
  Jaunsen, G. Letawe, G. Meylan","An Optical Time-Delay for the Lensed BAL Quasar HE2149-2745","11 pages, accepted for publication in Astronomy & Astrophysics","Astron.Astrophys.383:71-81,2002","10.1051/0004-6361:20011731",,"astro-ph",,"  We present optical V and i-band light curves of the gravitationally lensed
BAL quasar HE2149-2745. The data, obtained with the 1.5m Danish Telescope
(ESO-La Silla) between October 1998 and December 2000, are the first from a
long-term project aimed at monitoring selected lensed quasars in the Southern
Hemisphere. A time delay of 103+/-12 days is determined from the light curves.
In addition, VLT/FORS1 spectra of HE2149-2745 are deconvolved in order to
obtain the spectrum of the faint lensing galaxy, free of any contamination by
the bright nearby two quasar images. By cross-correlating the spectrum with
galaxy-templates we obtain a tentative redshift estimate of z=0.495+/-0.01.
Adopting this redshift, a Omega=0.3, Lambda=0.7 cosmology, and a chosen
analytical lens model, our time-delay measurement yields a Hubble constant of
H_0=66+/-8 km/s/Mpc with an estimated systematic error of +/-3 km/s/Mpc. Using
non-parametric models yields H_0=65+/-8 km/s/Mpc and confirms that the lens
exhibits a very dense/concentrated mass profile.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 20:14:27 GMT""}]","2008-11-26"
"astro-ph/0112226","Karsten Jedamzik","Karsten Jedamzik","From (p)reheating to nucleosynthesis","18 pages, 6 figures, to be published in ""Classical and Quantum
  Gravity"", article based on a talk presented at ``The Early Universe and
  Cosmological Observations: a Critical Review'', Cape Town, July 2001","Class.Quant.Grav. 19 (2002) 3417-3434","10.1088/0264-9381/19/13/303",,"astro-ph gr-qc hep-ph",,"  This article gives a brief qualitative description of the possible evolution
of the early Universe between the end of an inflationary epoch and the end of
Big Bang nucleosynthesis. After a general introduction, establishing the
minimum requirements cosmologists impose on this cosmic evolutionary phase,
namely, successful baryogenesis, the production of cosmic dark matter, and
successful light-element nucleosynthesis, a more detailed discussion on some
recent developments follows. This latter includes the physics of preheating,
the putative production of (alternative) dark matter, and the current status of
Big Bang nucleosynthesis.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 20:30:23 GMT""}]","2009-11-07"
"astro-ph/0112227","Jaime Alvarez-Muniz","Jaime Alvarez-Mu\~niz, Ralph Engel, Todor Stanev","UHECR propagation in the Galaxy: clustering versus isotropy","33 pages, 21 figures (5 in color), 2 tables","Astrophys.J.572:185-201,2001","10.1086/340232","BA-01-51","astro-ph",,"  Recently the AGASA Collaboration presented data suggesting a significant
clustering of ultra-high energy cosmic rays coming from the outer Galaxy
region. In this paper we calculate expected cosmic ray arrival distributions
for several simple, limiting source location scenarios and investigate the
possibility of clustering and correlation effects. The role of the Galactic
magnetic field is discussed in detail.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 20:44:38 GMT""}]","2011-05-12"
"astro-ph/0112228","Kyu-Hyun Chae","Kyu-Hyun Chae","Fast and Accurate Fourier Series Solutions to Gravitational Lensing by A
  General Family of Two Power-Law Mass Distributions","20 pages (preprint style), ApJ, in press. Also, available at
  http://www.jb.man.ac.uk/~chae",,"10.1086/339164",,"astro-ph",,"  Fourier series solutions to the deflection and magnification by a family of
three-dimensional cusped two power-law ellipsoidal mass distributions are
presented. The cusped two power-law ellipsoidal mass distributions are
characterized by inner and outer power-law radial indices and a break (or,
transition) radius. The model family includes mass models mimicking Jaffe,
Hernquist, and $\eta$ models and dark matter halo profiles from numerical
simulations. The Fourier series solutions for the cusped two power-law mass
distributions are relatively simple, and allow a very fast calculation even for
a chosen small fractional calculational error (e.g. $10^{-5}$). These results
will be particularly useful for studying lensed systems which provide a number
of accurate lensing constraints and for systematic analyses of large numbers of
lenses. Subroutines employing these results for the two power-law model and the
results by Chae, Khersonsky, & Turnshek for the generalized single power-law
mass model are made publicly available.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 21:09:24 GMT""}]","2009-11-07"
"astro-ph/0112229","Jennifer Scott","Jennifer Scott, Jill Bechtold, Miwa Morita (Steward Obs., Univ. of
  Arizona), Adam Dobrzycki (CfA), Varsha Kulkarni (Univ. of South Carolina)","A Uniform Analysis of the Ly-alpha Forest at z=0 - 5: V. The
  extragalactic ionizing background at low redshift","71 LaTeX pages, 20 encapsulated Postscript figures, Accepted for
  publication in ApJ, Figure 4 available at
  http://lithops.as.arizona.edu/~jill/QuasarSpectra/ or
  http://hea-www.harvard.edu/QEDT/QuasarSpectra/",,"10.1086/339982",,"astro-ph",,"  In Paper III of our series ""A Uniform Analysis of the Ly-alpha forest at z=0
- 5"", we presented a set of 270 quasar spectra from the archives of the Faint
Object Spectrograph on the Hubble Space Telescope. A total of 151 of these
spectra, yielding 906 lines, are suitable for using the proximity effect
signature to measure J(\nu_0), the mean intensity of the hydrogen-ionizing
background radiation field, at low redshift. Using a maximum likelihood
technique and the best estimates possible for each QSO's Lyman limit flux and
systemic redshift, we find J(\nu_0)= 7.6^+9.4_-3.0 x 10^-23 ergs s^-1 cm^-2
Hz^-1 sr^-1 at at 0.03 < z < 1.67. This is in good agreement with the mean
intensity expected from models of the background which incorporate only the
known quasar population. When the sample is divided into two subsamples,
consisting of lines with z < 1 and z > 1, the values of J(\nu_0) found are
6.5^+38._-1.6 x 10^-23 ergs s^-1 cm^-2 Hz^-1 sr^-1, and 1.0^+3.8_-0.2 x 10^-22
ergs s^-1 cm^-2 Hz^-1 sr^-1, respectively, indicating that the mean intensity
of the background is evolving over the redshift range of this data set.
Relaxing the assumption that the spectral shapes of the sample spectra and the
background are identical, the best fit HI photoionization rates are found to be
6.7 x 10^-13 s^-1 for all redshifts, and 1.9 x 10^-13 s^-1 and 1.3 x 10^-12
s^-1 for z < 1 and z > 1, respectively. This work confirms that the evolution
of the number density of Ly-alpha lines is driven by a decrease in the ionizing
background from z ~ 2 to z ~ 0 as well as by the formation of structure in the
intergalactic medium. (Abridged)
","[{""version"":""v1"",""created"":""Tue, 11 Dec 2001 15:26:20 GMT""}]","2009-11-07"
"astro-ph/0112230","Michael Jura","M. Jura, C. Chen, P. Plavchan (UCLA)","The Very Slow Wind From the Pulsating Semiregular Red Giant L2 Pup","ApJ, in press",,"10.1086/339207",,"astro-ph",,"  We have obtained 11.7 and 17.9 micron images at the Keck I telescope of the
circumstellar dust emission from L2 Pup, one of the nearest (D = 61 pc)
mass-losing, pulsating, red giants that has a substantial infrared excess. We
propose that the wind may be driven by the stellar pulsations with radiation
pressure on dust being relatively unimportant, as described in some recent
calculations. L2 Pup may serve as the prototype of this phase of stellar
evolution where it could lose about 15% of its initial main sequence mass.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 21:24:05 GMT""}]","2009-11-07"
"astro-ph/0112231","Greg Madejski","Marek Sikora (CAMK) and Greg Madejski (SLAC)","On Energetics and Structure of Sub-parsec Jets in Quasars","To appear in the Proceedings of the 2nd KIAS Astrophysics Workshop
  ""Current High Energy Emission Around Black Holes,"" Seoul, Korea, Sep. 3 - 8,
  2001 (15 pages)",,"10.1142/9789812777959_0010",,"astro-ph",,"  This paper reviews the topic of sub-parsec - scale jets in quasars, and
covers the the following issues: observations of parsec and sub-parsec scale
jets; energy dissipation and particle acceleration; radiative processes;
magnetic fields, pair content, and energetics; and variability and its relation
to the central engine activity. In particular, we describe how internal shocks
can explain properties of gamma-ray flares and demonstrate that MeV blazars
(those with luminosity peak in the 1-30 MeV range) can be unified with GeV
blazars (those with luminosity peak at GeV energies) assuming that in GeV
blazars the gamma-ray flares are produced via Comptonization of broad emission
lines, whereas in the MeV blazars they result from Comptonization of infrared
radiation of hot dust. We also make predictions about the radiative effects of
bulk Compton process in the soft X-ray band and show how spectral and
variability properties in that band can be used to constrain structure of jets
near their bases.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 21:43:14 GMT""}]","2017-08-23"
"astro-ph/0112232","Greg Madsen","G.J. Madsen, L.M. Haffner, R.J. Reynolds","The Wisconsin H-Alpha Mapper Northern Sky Survey of Galactic Ionized
  Hydrogen","4 pages, 1 figure, to appear in: ""Seeing Through the Dust: The
  Detection of HI and the Exploration of the ISM in Galaxies"", eds. R. Taylor,
  T. Landecker, & T. Willis (ASP: San Francisco), 2002",,,,"astro-ph",,"  The Wisconsin H-Alpha Mapper (WHAM) has completed a one-degree resolution,
velocity-resolved northern sky survey of H-alpha emission from our Galaxy. The
unprecedented sensitivity of the instrument and accurate spectral subtraction
of atmospheric features allow us to detect Galactic features as faint as 0.1
Rayleighs (EM ~ 0.25 cm^{-6} pc). This survey allows a direct comparison of the
ionized and neutral components of the ISM on a global scale for the first time.
All-sky maps of H-alpha emission in select velocity bands highlight the rich
kinematic structure of the Galaxy's ionized gas. The full set of data from the
WHAM survey is now available at http://www.astro.wisc.edu/wham/. (abridged)
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 21:46:29 GMT""}]","2007-05-23"
"astro-ph/0112233","Antonio C. C. Guimaraes","Antonio C. C. Guimar\~aes (Brown University)","Studying the LSS through weak gravitational lensing maps","4 pages, 3 figures. To appear in ""A New Era in Cosmology"" (ASP
  Conference Proceedings), eds T. Shanks and N. Metcalfe","ASP Conf.Ser. 283 (2002) 90",,"Brown-HET-1286","astro-ph",,"  Weak gravitational lensing is a promising tool for the study of the mass
distribution in the Universe. Here we report some partial results that show how
lensing maps can be used to differentiate between cosmological models. We pay
special attention to the role of noise and smoothing. As an application, we use
mock convergence fields constructed from N-body simulations of the large-scale
structure for three historically important cosmological models. Various map
analyses are used, including Minkowski functionals, and their ability to
differentiate the models is calculated and discussed.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 22:01:48 GMT""}]","2007-05-23"
"astro-ph/0112234","Carmen Solorzano-Inarrea","C. Solorzano-Inarrea (IfA Edinburgh / Sheffield), C. Tadhunter
  (Sheffield), J. Bland-Hawthorn (AAO)","Shocks, illumination cones and intrinsic gas structures in the extreme
  radio galaxy 3C265","12 pages, including 6 figures, MNRAS in press","Mon.Not.Roy.Astron.Soc.331:673,2002","10.1046/j.1365-8711.2002.05231.x",,"astro-ph",,"  We present deep, narrow-band and continuum images of the powerful z=0.811
radio galaxy 3C265, taken with the TTF on the WHT, together with detailed
long-slit spectroscopic observations along the axis defined by the UV/optical
emission elongation. The deep images reveal the existence of cones in the
ionization structure within ~7 arcsec (58 kpc) of the nucleus, where the
emission-line structure is not closely aligned with the radio axis. This
indicates that anisotropic illumination from the central AGN dominates on a
small scale. At larger distances (>10 arcsec) from the nucleus, low-ionization
emission gas is closely aligned with the radio axis, suggesting that jet-cloud
interactions may be the dominant mechanism in the line-emitting gas on a larger
scale. Moreover, the presence of a high-velocity cloud at 2.5 arcsec from the
nucleus, close to the radio axis, indicates that even close to the nucleus
jet-induced shocks have an important kinematic effect. While on a large scale
the low-ionization emission-line structures are aligned with the radio axis, on
a smaller scale, where AGN-photoionization dominates, the highest surface
brightness structure is aligned with the closest companion galaxy. This suggest
that much of the emission-line structure reflects the intrinsic gas
distribution, rather than the ionization pattern imprinted by the radio jets or
by AGN illumination. Overall, our results underline the need for a variety of
mechanisms to explain the properties of the extended emission-line gas of radio
galaxies (abridged).
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 22:15:08 GMT""}]","2011-03-10"
"astro-ph/0112235","Sally Oey","M. S. Oey (Lowell Observatory)","HI as a Probe of Structure in the Interstellar Medium of External
  Galaxies","12 pages, uses newpasp.sty (included). Invited review to appear in
  ""Seeing Through the Dust: The Detection of HI and the Exploration of the ISM
  in Galaxies"", R. Taylor, T. Landecker, & A. Willis (eds.), ASP Conference
  Series",,,,"astro-ph",,"  This review presents a perspective on recent advances in understanding
neutral ISM structure in external galaxies. HI is a fundamental probe of
galactic baryonic material, and its structure and distribution offer vital
signatures of dynamical and evolutionary processes that drive star formation
and galaxy evolution. New, high-resolution HI data cubes for external galaxies
now reveal the features and topology of the entire neutral ISM, which here are
considered on scales of 10 - 1000 pc. I focus on the two principal candidates
for HI structuring, mechanical feedback from massive stars and turbulence;
other mechanisms are also considered, especially with respect to supergiant
shells. While confirmation for both mechanical feedback and turbulent processes
exists, it remains unclear how these mechanisms yield the global, steady-state,
scale-free HI properties that are observed. Understanding the formation of
filamentary structure may be key in resolving these puzzles. New HI surveys of
nearby galaxies, combined with further theoretical studies, promise continuing
important advances.
","[{""version"":""v1"",""created"":""Mon, 10 Dec 2001 23:07:25 GMT""}]","2007-05-23"
"astro-ph/0112236","Yurii V. Dumin","Yurii V. Dumin (IZMIRAN, Russian Academy of Sciences)","Side Influences on the Operation of Space-Based Interferometers, as
  Inferred from LLR Data","PDF file, 6 pages. Report to be presented at 6th Gravitational Wave
  Data Analysis Workshop (Trento, Italy, December 13-15, 2001),
  http://gwdaw2001.science.unitn.it",,,,"astro-ph",,"  Processing the data of lunar laser ranging (LLR) points to the effect of
anomalous increase in the lunar semimajor axis (with an excessive rate about
1.3 cm/yr), which cannot be attributed to the well-known tidal exchange of
angular momentum between the Earth and Moon. The nature of this phenomenon is
not quite clear yet, but one of the possible explanations is that it is a
manifestation of the ""residual"" Hubble expansion, caused by some forms of an
unclumped ""dark matter"" or ""dark energy"". If this is the case, a similar effect
will reveal itself also in operation of space-based interferometers with
sufficiently long arms (10^7 km or greater, e.g., LISA and ASTROD) and,
therefore, should be taken into account in processing the data on
gravitational-wave signals.
","[{""version"":""v1"",""created"":""Tue, 11 Dec 2001 02:36:18 GMT""}]","2007-05-23"
"astro-ph/0112238","Taichi Kato","Taichi Kato (Kyoto U), Kesao Takamizawa (VSOLJ)","Remarkable yellow supergiant variable TmzV429","3 pages, 2 figures; to appear in VSOLJ Variable Star Bulletin",,,,"astro-ph",,"  We discovered that GSC 6554.559 is a previously unknown variable star, and
named as TmzV429. We noticed that TmzV429 is identified with the IRAS-selected
proto-planetary nebula (PPN), IRAS 08005-2356, which is undergoing a vigorous
mass-loss episode. The analysis of photometric data suggests that TmzV429 a
short-period pulsator, resembling a high-latitude yellow supergiant variable.
TmzV429 is considered to be one of rare objects caught in the rapid course of
PPN evolution, and shows one of the most striking mass-loss features among
variable stars in the PPN stage. Since its evolutionary time-scale is estimated
to be quite short (~150 yrs), future observations of pulsations of TmzV429 is
expected to provide an excellent opportunity to study the stellar evolution in
real time.
","[{""version"":""v1"",""created"":""Tue, 11 Dec 2001 05:41:42 GMT""}]","2007-05-23"
