"astro-ph/0109006","Frederick Hamann","Fred Hamann, K.T. Korista, G.J. Ferland, Craig Warner & Jack Baldwin","Metallicities and Abundance Ratios from Quasar Broad Emission Lines","15 pages, 5 figures in 6 files, in press with ApJ. This version fixes
  some minor glitches and includes previously omitted references",,"10.1086/324289",,"astro-ph",,"  The broad emission lines (BELs) of quasars and active galactic nuclei (AGNs)
are important diagnostics of the relative abundances and overall metallicity in
the gas. Here we present new theoretical predictions for several UV BELs. We
focus specifically on the relative nitrogen abundance as a metallicity
indicator, based on the expected secondary enrichment of nitrogen at
metallicities Z > 0.2 Z_o. Among the lines we consider, N III] 1750/O III]
1664, N V 1240/(C IV 1549 + O VI 1034) and N V/He II 1640 are the most robust
diagnostics. We argue, in particular, that the average N V BEL is not dominated
by scattered Ly-alpha photons from a broad absorption line wind. We then
compare our calculated line ratios with observations from the literature. The
results support earlier claims that the gas-phase metallicities near quasars
are typically near or several times above the solar value. We conclude that
quasar activity is preceded by, or coeval with, an episode of rapid and
extensive star formation in the surrounding galactic (or proto-galactic)
nuclei. Chemical evolution models of these environments suggest that, to reach
Z > Z_o in well-mixed interstellar gas, the star formation must have begun >
10^8 yr before the observed quasar activity.
","[{""version"":""v1"",""created"":""Sun, 2 Sep 2001 18:26:26 GMT""},{""version"":""v2"",""created"":""Tue, 20 Nov 2001 23:51:05 GMT""}]","2009-11-07"
"astro-ph/0109009","Javier Gorosabel","Javier Gorosabel (1), Jens Hjorth (2), Holger Pedersen (2), Brian L.
  Jensen (2), Lisbeth F. Olsen (2), Lise Christensen (2), Evencio Mediavilla
  (3), Rafael Barrena (3), Johan U. Fynbo (4), Michael I. Andersen (5), Andreas
  O. Jaunsen (4), Stephen Holland (6), Niels Lund (1). ((1) DSRI, Denmark, (2)
  CUO, Denmark, (3) IAC, Spain, (4) ESO, (5) U. of Oulu, Finland, (6) U. of
  Notre Dame, USA.)","Optical observations of the dark Gamma-Ray Burst GRB 000210","3 pages, 1 postscript figure. To appear in the proceedings of the
  October 2000 Rome Workshop on ``Gamma-Ray Bursts in the Afterglow Era''",,"10.1007/10853853_46",,"astro-ph",,"  We report on optical observations on GRB 000210 obtained with the 2.56-m
Nordic Optical Telescope and the 1.54-m Danish Telescope starting 12.4 hours
after the gamma-ray event. The content of the X-ray error box determined by the
Chandra satellite is discussed.
","[{""version"":""v1"",""created"":""Sun, 2 Sep 2001 18:47:46 GMT""}]","2009-11-07"
"astro-ph/0109010","Torgny Karlsson","T. Karlsson and B. Gustafsson (Uppsala Astronomical Observatory)","Chemical abundance patterns -- fingerprints of nucleosynthesis in the
  first stars","20 pages, minor typos corrected to match the published version in
  A&A. Includes the corrected Figs. 17 and 18 (erratum)",,"10.1051/0004-6361:20011217",,"astro-ph",,"  The interstellar medium of low-metallicity systems undergoing star formation
will show chemical abundance inhomogeneities due to supernova events enriching
the medium on a local scale. If the star formation time-scale is shorter than
the time-scale of mixing of the interstellar matter, the inhomogeneities are
reflected in the surface abundances of low-mass stars and thereby detailed
information on the nucleosynthesis in the first generations of supernovae is
preserved. Characteristic patterns and substructures are therefore expected to
be found, apart from the large scatter behaviour, in the distributions of stars
when displayed in diagrams relating different element abundance ratios. These
patterns emerge from specific variations with progenitor stellar mass of the
supernova yields and it is demonstrated that the patterns are insensitive to
the initial mass function (IMF) even though the relative density of stars
within the patterns may vary. An analytical theory of the formation of patterns
is presented and it is shown that from a statistical point of view the
abundance ratios can trace the different nucleosynthesis sites even when mixing
of the interstellar medium occurs. Using these results, it should be possible
to empirically determine supernova yields from the information on relative
abundance ratios of a large, homogeneous sample of extremely metal-poor
Galactic halo stars.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 00:01:31 GMT""},{""version"":""v2"",""created"":""Tue, 9 Jul 2002 16:00:04 GMT""}]","2009-11-07"
"astro-ph/0109011","Jian-Min Wang","Jian-Min Wang (IHEP and TAU) and Masaaki Kusunose (KGU, Japan)","Blob Ejection from Advection-dominated Accretion Flow II: the
  Multiwavelength Properties of Light Curves","23 pages in emulatapj.sty, accepted by the Astrophysical Journal","Astrophys.J.Suppl. 138 (2002) 249-264","10.1086/324192",,"astro-ph",,"  It has been argued that blobs ejected from advection-dominated accretion flow
through the accretion-ejection instability undergo expansion due to their high
internal energy density. The expanding blobs interact with their surroundings
and form strong shock, which accelerates a group of electrons to be
relativistic. Then flares are formed. This model has advances in two aspects:
shock acceleration and self-consistent injection. We derive an analytical
formula of the injection function of relativistic electrons based on the
Sedov's law. We calculate the time-dependent spectrum of relativistic electrons
in such an expanding blob. The light-travel effect, the evolution of the
electron spectrum due to energy loss, and the escape of relativistic electrons
from the radiating region are considered, as well as the expansion (at
sub-relativistic speed) of the coasting blob. A large number of light curves
spanning wide spaces of parameters have been given in this paper. Regarding the
symmetry, relative amplitude, duration of a flare, and the time lag between
peak fluxes, we find four basic kinds of light curves for the non-expanding
blob, and seven basic kinds of light curves for the expanding blob. We also
calculate the evolution of the photon spectrum from both non-expanding and
expanding blobs. Different shapes in the phase of decreasing luminosity are
then obtained for different parameter values. The photon index, $\alpha_{\rm
ph}$, keeps constant for non-expanding blobs when luminosity decreases, whereas
$\alpha_{\rm ph}$ continues to decrease after the luminosity reaches its
maximum for expanding blobs. It is expected that we can extract the information
of ejected blobs from the observed light curves based on the present model.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 03:40:48 GMT""}]","2009-11-07"
"astro-ph/0109012","Elizabeth A. Corbett","E. A. Corbett, R.P. Norris, C.A. Heisler, M.A. Dopita, P. Appleton, C.
  Struck, T. Murphy, A. Marston","First Results from the COLA Project- the Radio-FIR Correlation and
  Compact Radio Cores in Southern COLA Galaxies","25 pages, including 6 figures and 4 tables, in Latex (uses
  emulateapj5.sty). Accepted for publication in ApJ",,"10.1086/324281",,"astro-ph",,"  We present the first results from the COLA (Compact Objects in Low-power AGN)
project which aims to determine the relationship between one facet of AGN
activity, the compact radio core, with star formation in the circumnuclear
region of the host galaxy. This will be accomplished by the comparison of the
multi-wavelength properties of a sample of AGN with compact radio cores to
those of a sample of AGN without compact cores and a matched sample of galaxies
without AGN.
  In this paper we discuss the selection criteria for our galaxy samples and
present the initial radio observations of the 107 Southern galaxies in our
sample. Low-resolution ATCA observations at 4.8, 2.5 and 1.4 GHz and high
resolution, single baseline snapshots at 2.3 GHz with the Australian LBA are
presented. We find that for the majority of the galaxies in our sample, the
radio luminosity is correlated with the FIR luminosity.
  Compact radio cores are detected in 9 galaxies. The majority (8/9) of these
galaxies exhibit a significant radio excess and 50% (7/14) of the galaxies
which lie above the radio-FIR correlation by more than 1 sigma have compact
radio cores. The emission from the cores is too weak to account for this radio
excess and there is no evidence that the radio luminosity of the compact cores
is correlated with the FIR galaxy luminosity.
  The galaxies with compact cores tend to be classified optically as AGN, with
two thirds (6/9) exhibiting Seyfert-like optical emission line ratios, and the
remaining galaxies classified either as composite objects (2/9) or starburst
(1/9). (Abridged)
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 03:55:16 GMT""}]","2009-11-07"
"astro-ph/0109013","Angela Iovino","M. Massarotti (Oss. Astron. Capodimonte), A. Iovino (Oss. Astron.
  Brera), A. Buzzoni (TNG, Oss. Astron. Brera)","Dust Absorption and the Cosmic UV Flux Density","14 pages, 3 encapsulated postscript figures, LateX, accepted for
  publication in ApJL",,"10.1086/323787",,"astro-ph",,"  We study the evolution of the galaxy UV luminosity density as a function of
redshift in the Hubble Deep Field North (HDF-N). We estimate the amount of
energy absorbed by dust and hidden from optical observations by analyzing the
HDF-N photometric data with the spectral energy distribution fitting method.
According to our results, at redshifts 1 < z < 4.5, the global energy observed
in the UV rest-frame at lambda=1500 A corresponds to only 7-11% of the stellar
energy output, the rest of it being absorbed by dust and re-emitted in the
far-IR. Our estimates of the comoving star formation rate density in the
universe from the extinction-corrected UV emission are consistent with the
recent results obtained with Submillimeter Common-User Bolometer Array
  (SCUBA) at faint sub-millimeter flux levels.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 08:28:41 GMT""}]","2016-08-30"
"astro-ph/0109014","Maria-Rosa Cioni","M-R.L. Cioni, J-B. Marquette, C. Loup, M. Azzopardi, H.J. Habing, T.
  Lasserre, E. Lesquoy","Variability and spectral classification of LMC giants: results from
  DENIS and EROS","9 pages, 7 figures, 4 tables (2 via CDS), accepted by A&A journal",,"10.1051/0004-6361:20011143",,"astro-ph",,"  We present the first cross-identifications of sources in the near-infrared
DENIS survey and in the micro-lensing EROS survey in a field of about 0.5
square degrees around the optical center (OC) of the Large Magellanic Cloud. We
analyze the photometric history of these stars in the EROS data base and obtain
light-curves for about 800 variables. Most of the stars are long period
variables (Miras and Semi-Regulars), a few Cepheids are also present. We also
present new spectroscopic data on 126 asymptotic giant branch stars in the OC
field, 30 previously known and 96 newly discovered by the DENIS survey. The
visible spectra are used to assign a carbon- (C-) or oxygen-rich (O-rich)
nature to the observed stars on the basis of the presence of molecular bands of
TiO, VO, CN, C2. For the remaining of the stars we used the (J-Ks) color to
determine whether they are O-rich or C-rich. Plotting Log(period) versus Ks we
find three very distinct period-luminosity relations, mainly populated by
Semi-Regular of type a (SRa), b (SRb) and Mira variables. Carbon-rich stars
occupy mostly the upper part of these relations. We find that 65% of the
asymptotic giant branch population are long period variables (LPVs).
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 08:09:09 GMT""}]","2009-11-07"
"astro-ph/0109015","Wlodzimierz Bednarek","Wlodek Bednarek (Department of Experimental Physics, University of
  Lodz, Lodz, Poland)","Cascades in the Earth's magnetosphere initiated by photons with the
  parameters of the highest energy AGASA events","16 pages, 7 figures, 1 table, accepted to New Astronomy","New Astron. 7 (2002) 471","10.1016/S1384-1076(02)00168-9",,"astro-ph",,"  We investigate the cascading effects of extremely high energy (EHE) photons
in the Earth's magnetosphere assuming that these photons arrive with the
parameters of the highest energy AGASA events (energies, arrival directions).
For the location of the AGASA Observatory, we determine the directions in the
sky from which photons can cascade with a high (low) probability. In the case
of the primary photons with the parameters of the events with the energies $>
10^{20}$ eV, we compute the average cascade spectra of secondary photons
entering the Earth's atmosphere, and estimate their fluctuations around these
average values by selecting the events with the largest and smallest number of
secondary cascade photons. It is shown that most photons with the parameters of
the highest energy AGASA events should initiate cascades in the Earth's
magnetosphere with a high probability even though they tend to arrive from
directions in the sky for which the perpendicular component of the magnetic
field is weaker. On the other hand, if these events are caused by the photons
with lower energies, then the fluctuations in their shower development in the
magnetosphere and the atmosphere should be higher than in the case of photons
with the energies estimated by the AGASA experiment.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 07:56:09 GMT""},{""version"":""v2"",""created"":""Thu, 27 Jun 2002 10:26:21 GMT""}]","2009-11-07"
"astro-ph/0109016","Nusser","Adi Nusser","Modified Newtonian Dynamics of Large Scale Structure","Version accepted for publication in the MNRAS. Results of more
  simulations are included","Mon.Not.Roy.Astron.Soc. 331 (2002) 909","10.1046/j.1365-8711.2002.05235.x",,"astro-ph",,"  We examine the implications of Modified Newtonian Dynamics (MOND) on the
large scale structure in a Friedmann-Robertson-Walker universe. We employ a
``Jeans swindle'' to write a MOND-type relationship between the fluctuations in
the density and the gravitational force, $\vg$. In linear Newtonian theory,
$|\vg|$ decreases with time and eventually becomes $<g_0$, the threshold below
which MOND is dominant. If the Newtonian initial density field has a power-law
power-spectrum of index $n<-1$, then MOND domination proceeds from small to
large scale. At early times MOND tends to drive the density power-spectrum
towards $k^{-1}$, independent of its shape in the Newtonian regime. We use
N-body simulations to solve the MOND equations of motion starting from initial
conditions with a CDM power-spectrum. MOND with the standard value $g_0=10^{-8}
cm s^{-2}$, yields a high clustering amplitude that can match the observed
galaxy distribution only with strong (anti-) biasing. A value of $g_0 \approx
10^{-9}cm s^{-2}$, however, gives results similar to Newtonian dynamics and can
be consistent with the observed large scale structure.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 09:31:05 GMT""},{""version"":""v2"",""created"":""Thu, 6 Dec 2001 12:49:23 GMT""}]","2009-11-07"
"astro-ph/0109017","Gabriele Breuer","P. Frick (1,2), R. Beck (2), E.M. Berkhuijsen (2), I. Patrickeyev
  (1,2) ((1) Inst. of Continuous Media Mechanics, Perm, Russia, (2) MPI fuer
  Radioastronomie, Bonn, Germany)","Scaling and correlation analysis of galactic images","15 pages with 12 figures. Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 327 (2001) 1145","10.1046/j.1365-8711.2001.04812.x",,"astro-ph",,"  Different scaling and autocorrelation characteristics and their application
to astronomical images are discussed: the structure function, the
autocorrelation function, Fourier spectra and wavelet spectra. We recommend as
the optimal mathematical tool the wavelet spectrum with a suitable choice of
the analysing wavelet. We introduce the wavelet cross-correlation function
which enables to study the correlation between images as a function of scale.
The wavelet cross-correlation coefficient strongly depends on the scale. The
classical cross-correlation coefficient can be misleading if a bright, extended
central region or an extended disk exists in the galactic images. An analysis
of the scaling and cross-correlation characteristics of 9 optical and radio
maps of the nearby spiral galaxy NGC 6946 is presented. The wavelet spectra
allow to separate structures on different scales like spiral arms and diffuse
extended emission. Only the images of thermal radio emission and Halpha
emission give indications of 3-dimensional Kolmogorov-type turbulence on the
smallest resolved scales (160-800 pc). The cross-correlations between the
images of NGC 6946 show strong similarities between the images of total radio
emission, red light and mid-infrared dust emission on all scales. The best
correlation is found between total radio emission and dust emission. Thermal
radio continuum and Halpha emission are best correlated on a scale of about 1'
\simeq 1.6 kpc, the typical width of a spiral arm. On a similar scale, the
images of polarised radio and Halpha emission are anticorrelated, which remains
undetected with classical ross-correlation analysis.
","[{""version"":""v1"",""created"":""Mon, 3 Sep 2001 09:02:38 GMT""}]","2009-11-07"
